,phrases,frequency,English
2310,origin blumenau are ask to,1,
2311,origin box without protect mail,1,
2312,origin cancel wait return the,1,
2313,origin china bad qualiti the,1,
2314,origin doe not come the,1,
2315,origin essenc not use time,1,
2316,origin filter they sent two,1,
2317,origin have problem cabl am,1,
2318,origin hp cartridg when instal,1,
2319,origin hp product what receiv,1,
2320,origin it in advertis howev,1,
2321,origin it not realli origin,1,
2322,origin model targaryen brand it,1,
2323,origin packag insid the loos,1,
2324,origin packag shown purchas come,1,
2325,origin pirat whose qualiti bad,1,
2326,origin print with lower perform,1,
2327,origin product is replica the,1,
2328,origin product metro seal receiv,1,
2329,origin product pleas want solut,1,
2330,origin product scandal maria kit,1,
2331,origin qualiti certainti the product,1,
2332,origin season ink it not,1,
2333,origin sent similar product inganosa,1,
2334,origin should more transpar on,1,
2335,origin six hundr sixti four,1,
2336,origin take solv problem can,1,
2337,origin that not in advertis,1,
2338,origin the ear smell smell,1,
2339,origin the watch bad qualiti,1,
2340,origin xl size receiv print,1,
2341,ornament receiv one alreadi sent,1,
2342,os two one set sent,1,
2343,other altern the purchas cancel,1,
2344,other cancel want know receiv,1,
2345,other four be deliv all,1,
2346,other item not sent not,1,
2347,other messag have alreadi sent,1,
2348,other not arriv today still,1,
2349,other otherwis would bought one,1,
2350,other pf unit otherwis go,1,
2351,other product bought thi glass,1,
2352,other product to return money,1,
2353,other rememb request two two,1,
2354,other tb deliveri attempt did,1,
2355,other three had go the,1,
2356,other time everyon deliv time,1,
2357,otherwis go room report the,1,
2358,otherwis will take the measur,1,
2359,otherwis would wait now lament,1,
2360,out foot came broken littl,1,
2361,out origin packag insid the,1,
2362,outdat slow doe support window,1,
2363,outdat version the sd micro,1,
2364,outer side bottl it fake,1,
2365,outlet gave one four socket,1,
2366,outlet noth it doe not,1,
2367,outlet water two ref receiv,1,
2368,outrag depend thi meet person,1,
2369,outrag price paid would justifi,1,
2370,outsid deadlin wa discrimin in,1,
2371,outsid who not arriv disappoint,1,
2372,over get return feel injur,1,
2373,over the phone request mail,1,
2374,overcom expir date each them,1,
2375,pack blurri will difficult to,1,
2376,pack came read almost return,1,
2377,pack deadlin came miss the,1,
2378,pack fold so fill it,1,
2379,pack inadequ the ink releas,1,
2380,pack leak lot product no,1,
2381,pack preacher ten unit came,1,
2382,pack preacher total twenti unit,1,
2383,pack tango nascar receiv anoth,1,
2384,pack the bubbl bag use,1,
2385,pack thi time did receiv,1,
2386,pack violat had go post,1,
2387,pack without protect so ha,1,
2388,packag all coupl voic came,1,
2389,packag arriv when went open,1,
2390,packag came damag crack miss,1,
2391,packag came onli one filter,1,
2392,packag came open grow product,1,
2393,packag declar run behind damag,1,
2394,packag differ the advertis am,1,
2395,packag draw wa deliv short,1,
2396,packag insid the loos box,1,
2397,packag just one item bought,1,
2398,packag note do know true,2,
2399,packag one hundr connector fifti,1,
2400,packag onli basket feet fruit,1,
2401,packag open observ perfum spray,1,
2402,packag open the dirt left,1,
2403,packag packag one hundr connector,1,
2404,packag perfum origin essenc not,1,
2405,packag product came rape am,1,
2406,packag product wrong product nf,1,
2407,packag realiz it not properli,1,
2408,packag saw it not the,1,
2409,packag shown purchas come tester,1,
2410,packag take than one month,1,
2411,packag that had tower insid,1,
2412,packag the lid came pie,1,
2413,packag the post offic grate,1,
2414,packag the tea all pour,1,
2415,packag tri get touch canist,1,
2416,packag tri make exchang sinc,1,
2417,packag veri weak it came,1,
2418,packag violat intend return contact,1,
2419,packag wa one unit wait,1,
2420,packag with tea pot end,1,
2421,packag without seal coupl marketplac,1,
2422,packag would fit two pack,1,
2423,packet one hundr forti five,1,
2424,packet one unit still not,1,
2425,paid absurd freight still arriv,1,
2426,paid alreadi past the deadlin,1,
2427,paid alreadi sent messag email,1,
2428,paid deliv my hous guess,1,
2429,paid did receiv product not,1,
2430,paid did receiv product now,1,
2431,paid doe deliv pleas solv,1,
2432,paid eight eight two thousand,1,
2433,paid even the discount the,1,
2434,paid expens freight onli receiv,1,
2435,paid fifti two piec receiv,1,
2436,paid first instal did receiv,1,
2437,paid first instal the card,1,
2438,paid five six two thousand,1,
2439,paid four freight arriv togeth,1,
2440,paid freight deadlin not follow,1,
2441,paid freight did receiv product,1,
2442,paid freight get home not,1,
2443,paid freight go to the,1,
2444,paid freight had remov the,1,
2445,paid freight product in the,1,
2446,paid freight receiv my resid,1,
2447,paid freight the product be,1,
2448,paid freight to remov the,1,
2449,paid freight wa execut want,1,
2450,paid freight when get product,1,
2451,paid individu freight each them,1,
2452,paid it whole not halfway,1,
2453,paid lilac sent gave color,1,
2454,paid low qualiti materi believ,1,
2455,paid my credit card did,1,
2456,paid not deliv lot disappoint,1,
2457,paid not receiv return resolv,1,
2458,paid not want product sent,1,
2459,paid not yet an answer,1,
2460,paid noth one resolv problem,1,
2461,paid one hundr arriv voic,1,
2462,paid one instal ha yet,1,
2463,paid plastic reveal glaze kit,1,
2464,paid price freight get news,1,
2465,paid product freight noth come,1,
2466,paid product quantiti two two,2,
2467,paid ship thought would get,1,
2468,paid so far did receiv,1,
2469,paid steer to get the,1,
2470,paid targaryen said did have,1,
2471,paid than eighti one nineti,1,
2472,paid the expens freight not,1,
2473,paid the first instal demand,1,
2474,paid the freight receiv home,1,
2475,paid the product it not,1,
2476,paid the purchas want the,1,
2477,paid the qualiti well lower,1,
2478,paid three bug came one,1,
2479,paid to deliv my hous,1,
2480,paid two jar note two,1,
2481,paid two luminari receiv one,1,
2482,paid two pen still wait,1,
2483,paid two plot three until,1,
2484,paid two product unit onli,1,
2485,paid two product unit three,1,
2486,paid two receiv one alreadi,1,
2487,paid two request made six,1,
2488,paid two time same request,1,
2489,paid two two ink cartridg,1,
2490,paid two unit receiv one,1,
2491,paid two unit the perfum,1,
2492,paid two unit the voic,1,
2493,paid two watch the compani,1,
2494,paid two wonder open process,1,
2495,paid valu product day is,1,
2496,paid view stay almost twenti,1,
2497,paid want urgent rest the,1,
2498,paid websit canist to judg,1,
2499,paid would justifi came knife,1,
2500,paint kit origin it in,1,
2501,paint packag declar run behind,1,
2502,paint plate of poor qualiti,1,
2503,pair cartridg phone hundr twenti,1,
2504,pair pictur the curtain onli,1,
2505,pan did observ dimens bought,1,
2506,pan due the pressur dog,1,
2507,pan leak lot steam water,1,
2508,panda the mail wa not,1,
2509,paper announc receiv two cartel,1,
2510,paper did find phone contact,1,
2511,paraguay worst purchas ve ever,1,
2512,parallel report the site the,1,
2513,parallel unit old say sell,1,
2514,parent readi no time the,1,
2515,part aluminum scratch want return,1,
2516,part could request exchang site,1,
2517,part er revers valu hold,1,
2518,part fell american not fulfil,1,
2519,part not like the part,1,
2520,part send mail make contact,2,
2521,part so hard came paid,1,
2522,part super thin quilt ye,1,
2523,part the box wa broken,1,
2524,part the curtain ugli request,1,
2525,part the request they creat,1,
2526,part the structur alreadi crack,1,
2527,part total wrong place out,1,
2528,parti of want money back,1,
2529,parti the weekend alway bought,1,
2530,parti two thousand seven is,1,
2531,partial total note came bill,1,
2532,partner are trustworthi it not,1,
2533,partner canist neither satisfact give,1,
2534,partner have fulfil it advertis,1,
2535,partner have warn the color,1,
2536,partner know detail the deliveri,1,
2537,partner landsim canist methodolog alreadi,1,
2538,partner list come contact day,1,
2539,partner product purchas paid not,1,
2540,partner push the problem bought,1,
2541,partner respond send wrong request,1,
2542,partner respons the canist store,1,
2543,partner said can do anyth,1,
2544,partner stark work deliv product,1,
2545,partner store solv problem will,1,
2546,partner the purchas made canist,1,
2547,partner these sold product confirm,1,
2548,partner to design imag the,1,
2549,partner use ma fe send,1,
2550,partnership help compani grow you,1,
2551,pass car noth proce coward,1,
2552,pass deadlin have receiv merchandis,1,
2553,pass deliveri time not receiv,2,
2554,pass deliveri time receiv product,1,
2555,pass five noth the product,1,
2556,pass forti eight hour so,1,
2557,passag box receiv anoth differ,1,
2558,passag made hous the devic,1,
2559,passim everi way not what,1,
2560,passport two came lower separ,1,
2561,past almost two month canist,1,
2562,past estim time paid freight,1,
2563,past one hundr twenti seven,1,
2564,past role am doubt not,1,
2565,past the deadlin no one,1,
2566,path the canist doe meet,1,
2567,pattern should found wa total,1,
2568,pattern sold my citi by,1,
2569,paulo sp object deliv the,1,
2570,pay attent buy it my,1,
2571,pay attent the request item,1,
2572,pay expens freight do deliv,1,
2573,pay mislead advertis cabl measur,1,
2574,pay not receiv product term,1,
2575,pay read bodi temperatur total,1,
2576,pay then wait the refund,1,
2577,pay twenti five freight at,1,
2578,pay twenti on freight receiv,1,
2579,pay wait do not receiv,1,
2580,payment approv one day payment,1,
2581,payment deadlin and noth the,1,
2582,payment discov not the product,1,
2583,payment first instal so far,1,
2584,payment insid the box were,1,
2585,payment is long time the,1,
2586,payment month not receiv product,1,
2587,payment revers alreadi anoth product,1,
2588,payment six hundr thirti three,1,
2589,payment the credit card due,1,
2590,payment the purchas product made,1,
2591,payment the seller wait six,1,
2592,payment two unit receiv one,1,
2593,payment wa approv the time,1,
2594,payment would like contact urgent,1,
2595,pc alreadi complain not buy,1,
2596,pc not recogn the card,1,
2597,pc the mous came dirti,1,
2598,pearl ha arriv it appear,1,
2599,peel print blur without sharp,1,
2600,pen receiv one the nf,1,
2601,pen still wait return what,1,
2602,pend simpl the doubl they,1,
2603,pendant appear the mail they,1,
2604,pendant came feel one coupl,1,
2605,pendant came one the box,1,
2606,pendant not receiv the plan,1,
2607,pendant receiv one went the,1,
2608,pendant they deliv one do,1,
2609,pendriv usb three zero sixteen,1,
2610,peopl accord consum right return,1,
2611,peopl respons receiv good which,1,
2612,peopl the courag do type,1,
2613,per deliveri part er revers,1,
2614,perceiv ad not highlight the,1,
2615,perceiv da canist alway bought,1,
2616,perfect fake disgust due attempt,1,
2617,perfect howev product veri fragil,1,
2618,perform due truck driver ll,1,
2619,perform give the product could,1,
2620,perform the procedur return revers,1,
2621,perfum came one box to,1,
2622,perfum came one want revers,1,
2623,perfum fake mark the forbidden,1,
2624,perfum hugo boss energi far,1,
2625,perfum miss gabriel night receiv,1,
2626,perfum my wife product arriv,1,
2627,perfum no scent fixat the,1,
2628,perfum not yet receiv worri,1,
2629,perfum origin essenc not use,1,
2630,perfum spray cap with an,1,
2631,perfum the gabriel sabatini the,1,
2632,perfum tommi hilfig receiv seal,1,
2633,perfum totem perfum not yet,1,
2634,perfum two perfum totem perfum,1,
2635,perhap truck driver strike ligu,1,
2636,peri tre five zero seven,1,
2637,period neither satisfact given hope,1,
2638,period would april twenti seven,1,
2639,person absurd redirect the post,1,
2640,person anoth product cancel deliveri,1,
2641,person can get in touch,1,
2642,person good afternoon inform onli,1,
2643,person need be constantli connect,1,
2644,person thermal cup the decor,1,
2645,peso servic do have sac,1,
2646,pet box blue color deliv,1,
2647,pet nf behalf anoth person,1,
2648,pet receiv driver pet nf,1,
2649,pf unit otherwis go room,1,
2650,ph rapid one thousand one,1,
2651,philip came open took test,1,
2652,phone answer machin not mechan,1,
2653,phone appear corrupt on the,1,
2654,phone call did know would,1,
2655,phone contact not work terribl,1,
2656,phone hundr twenti two printer,1,
2657,phone inform of non deliveri,1,
2658,phone it not work need,1,
2659,phone low qualiti except the,1,
2660,phone miss the film wa,1,
2661,phone my face tri exchang,1,
2662,phone not curricular ha thirti,1,
2663,phone number compani sold speak,1,
2664,phone number get touch trash,1,
2665,phone pc not recogn the,1,
2666,phone receiv day one tomorrow,1,
2667,phone request mail not receiv,1,
2668,phone spoil printer the product,1,
2669,phone talk an attend love,1,
2670,phone targaryen nation product ye,1,
2671,phone the contact bought two,1,
2672,phone the phone low qualiti,1,
2673,phone the stark not respons,1,
2674,phone they tell that will,1,
2675,phone tri access canist com,1,
2676,phone we talk went wrong,1,
2677,photo ad not they sent,1,
2678,photo announc price not worth,1,
2679,photo believ watch fals contact,1,
2680,photo black gold not receiv,1,
2681,photo deliv wa complet differ,1,
2682,photo did come the product,1,
2683,photo discret bad qualiti fractur,1,
2684,photo get full fold do,1,
2685,photo it came total differ,1,
2686,photo match product although contain,1,
2687,photo more beauti decim qualiti,1,
2688,photo not class ten besid,1,
2689,photo not come the four,1,
2690,photo not same receiv as,1,
2691,photo photo thought wa first,1,
2692,photo product same receiv came,1,
2693,photo prove told it the,1,
2694,photo qualiti terribl sent the,1,
2695,photo receiv plastic curtain noth,1,
2696,photo receiv well left boot,1,
2697,photo seem be greater not,1,
2698,photo seem fabric draw differ,1,
2699,photo site the cell phone,1,
2700,photo smaller defect one the,1,
2701,photo templat model ep seven,1,
2702,photo the ad have alreadi,1,
2703,photo the advertis alway bought,1,
2704,photo the color much vibrant,1,
2705,photo the model thirteen receiv,1,
2706,photo the product appear one,1,
2707,photo the product from mairi,1,
2708,photo the product wa deliv,1,
2709,photo the site addit not,1,
2710,photo the site ll give,1,
2711,photo the skirt not straight,1,
2712,photo thought wa first photo,1,
2713,photo want know to make,1,
2714,photo with shower mine came,1,
2715,physic educ curricular organ photo,1,
2716,physic the solid state ivan,1,
2717,picolin ginger guarana arriv the,1,
2718,pictur believ due the handl,1,
2719,pictur frame the packag tri,1,
2720,pictur print terribl detect tri,1,
2721,pictur targaryen request exchang immedi,1,
2722,pictur the curtain onli deliv,1,
2723,pictur want answer view via,1,
2724,pie look like product chang,1,
2725,piec bought two game thirti,1,
2726,piec came miss than one,1,
2727,piec contact immedi the site,1,
2728,piec describ voic yesterday receiv,1,
2729,piec disappoint the canist websit,1,
2730,piec kit copper bed pillow,1,
2731,piec make connect imposs pc,1,
2732,piec need certain urgenc have,1,
2733,piec quantiti volum one within,1,
2734,piec receiv product twenti eight,1,
2735,piec request anoth urgent alreadi,1,
2736,piec seller not return request,1,
2737,piec sent two wrong tri,1,
2738,piec the product wa outrag,1,
2739,piec the white plastic cover,1,
2740,pigment da eiga nine hundr,1,
2741,pillow arriv deadlin broom the,1,
2742,pillow broom pillow arriv deadlin,1,
2743,pillow cover receiv blanket in,1,
2744,pillow far posit the sale,1,
2745,pillow memori affect babi pillow,1,
2746,pillow memori memori tram pillow,1,
2747,pillow model deliv pillow memori,1,
2748,pillowcas poor qualiti seam seem,1,
2749,pin alway fall addit the,1,
2750,pine the loos hatchet tri,1,
2751,pink came black also came,1,
2752,pink white receiv whole white,1,
2753,pipett they sent just palett,1,
2754,piraci sign also come empti,1,
2755,pirat go my consum right,1,
2756,piston kit cg one hundr,1,
2757,piston seat backer feet screw,1,
2758,place black nine hundr one,1,
2759,place bought bought bumbleeb sent,1,
2760,place fit cute fragil tri,1,
2761,place out foot came broken,1,
2762,place purchas made the canist,1,
2763,place receiv the product it,1,
2764,place the first attempt the,1,
2765,place thirti eight compani is,1,
2766,place wa day home day,1,
2767,place what draw attent make,1,
2768,plan product arriv four four,1,
2769,plan two pendant appear the,1,
2770,plastic bad is goal the,1,
2771,plastic cover the clay came,1,
2772,plastic curtain noth like the,1,
2773,plastic curtain the photo seem,1,
2774,plastic latch prevent stack consumpt,1,
2775,plastic that bought stainless steel,1,
2776,plastic the clean brush if,1,
2777,plastic understand more power corona,1,
2778,plastic yarn book gave progress,1,
2779,plate of poor qualiti handl,1,
2780,plate when million two hundr,1,
2781,play futsal thought wrong but,1,
2782,play is tactic vest ha,1,
2783,play merchandis the post offic,1,
2784,play money mop not pay,1,
2785,play trash lack profession the,1,
2786,pleas ask deliveri glass made,1,
2787,pleas chang product bought bucket,1,
2788,pleas check appear the site,1,
2789,pleas check urgent the payment,1,
2790,pleas check what happen wait,1,
2791,pleas deadlin been fulfil open,1,
2792,pleas did receiv product deliveri,1,
2793,pleas forget exist do want,1,
2794,pleas let know you alreadi,1,
2795,pleas mi resent mi leagu,1,
2796,pleas post neg comment when,1,
2797,pleas provid deliveri the rest,1,
2798,pleas respond urgent is the,1,
2799,pleas solv urgent situat be,1,
2800,pleas streamlin deliveri want money,1,
2801,pleas want know is happen,1,
2802,pleas want solut thi problem,1,
2803,pleas warn to cancel the,1,
2804,plot three until today did,1,
2805,plu card will have to,1,
2806,plu give plu none them,1,
2807,plu note everyth zero star,1,
2808,plu product deliv anyway did,1,
2809,plu receiv the control not,1,
2810,plu the color gray not,1,
2811,plu the led tape went,1,
2812,plu they answer email want,1,
2813,plush keeper minecraft the qualiti,1,
2814,po rapid turbo past one,1,
2815,point give appear product made,1,
2816,pointer stop work use solut,1,
2817,polivitamin each kit ten unit,1,
2818,poll two unit instead the,1,
2819,pond rio de janeiro capit,1,
2820,poor call canist partner store,1,
2821,poor compani not deliv product,1,
2822,poor condit seem have alreadi,1,
2823,poor deliveri servic purchas the,1,
2824,poor deliveri time buy need,1,
2825,poor mous servic deliveri even,1,
2826,poor partner stark work deliv,1,
2827,poor product doe work no,1,
2828,poor qualiti can believ an,1,
2829,poor qualiti doe look like,1,
2830,poor qualiti extrem weak abl,1,
2831,poor qualiti handl instal edg,1,
2832,poor qualiti horribl pendant construct,1,
2833,poor qualiti is noth do,1,
2834,poor qualiti noth photo the,1,
2835,poor qualiti seam seem badli,1,
2836,poor seller cancel request without,1,
2837,poorli finish disappoint do blame,1,
2838,poorli pack leak lot product,1,
2839,poorli pack without protect so,1,
2840,poorli qualiti should put the,1,
2841,poorli qualiti yesterday receiv immedi,1,
2842,porn am wait an answer,1,
2843,portrait howev came one pictur,1,
2844,posit far have receiv product,1,
2845,posit hyperopia neg utopia have,2,
2846,posit if will contact proton,1,
2847,posit lens neg lens deliv,2,
2848,posit merchandis be deliv if,1,
2849,posit my product not arriv,1,
2850,posit my request revers my,1,
2851,posit request not deliv will,1,
2852,posit so far have not,1,
2853,posit the compani question the,1,
2854,posit the product not deliv,1,
2855,posit the sale the exchang,1,
2856,posit the store relat the,2,
2857,posit the store the product,1,
2858,posit the store to thi,1,
2859,posit the supplier week no,1,
2860,posit to arriv my product,1,
2861,posit until present moment did,1,
2862,possibl cancel the product alreadi,1,
2863,possibl chang there no way,1,
2864,possibl evalu product product stolen,1,
2865,possibl veri seriou transport without,1,
2866,post neg comment when recommend,1,
2867,post number is the revers,1,
2868,post offic anoth citi product,1,
2869,post offic claim tri three,1,
2870,post offic claim went place,1,
2871,post offic deliv who receiv,1,
2872,post offic did like inform,1,
2873,post offic distant agenc home,1,
2874,post offic due the compani,1,
2875,post offic envelop address me,1,
2876,post offic et phone call,1,
2877,post offic everyth bought canist,1,
2878,post offic final had get,1,
2879,post offic great neglect their,1,
2880,post offic had sent the,1,
2881,post offic in the box,1,
2882,post offic know the store,1,
2883,post offic never fulfil the,1,
2884,post offic not deliv mayb,1,
2885,post offic not deliv product,1,
2886,post offic not yet arriv,1,
2887,post offic now deliv two,1,
2888,post offic onli two item,1,
2889,post offic receiv make deliveri,1,
2890,post offic remov the product,1,
2891,post offic report there an,1,
2892,post offic return upset should,1,
2893,post offic say wa deliv,1,
2894,post offic see had happen,1,
2895,post offic store make paid,1,
2896,post offic supplier not contact,1,
2897,post offic take long usual,1,
2898,post offic talk us terribl,1,
2899,post offic the product not,1,
2900,post offic they said onli,1,
2901,post offic they told that,1,
2902,post offic turn go to,1,
2903,post offic until the present,1,
2904,post offic who reimburs with,1,
2905,post offic would not deliv,1,
2906,post product far or voic,1,
2907,post show address incorrect howev,1,
2908,post strike the countri occur,1,
2909,post ten gram envelop not,1,
2910,post the code that appear,1,
2911,postag the product done almost,1,
2912,postal code that can return,1,
2913,postal complain anyon home that,1,
2914,pot end get damag rout,1,
2915,pot onli deliv one far,1,
2916,powder arriv the base not,1,
2917,powder paid two request made,1,
2918,power suppli cabl the same,1,
2919,practic they worthi peopl accord,1,
2920,preacher ten unit came wrap,1,
2921,preacher total twenti unit ll,1,
2922,precis eighteen five the day,1,
2923,precis mislead propaganda decid forward,1,
2924,predict deliveri june eighteen there,1,
2925,predict six six return paulo,1,
2926,prefer pay twenti on freight,1,
2927,prefer wait the provis an,1,
2928,premium coppa seven hundr ml,1,
2929,premium samsung stand wireless arriv,1,
2930,prepar ship four twenti three,1,
2931,present avail to day noth,1,
2932,present clear low product qualiti,1,
2933,present correct descript product not,1,
2934,present date did receiv feel,1,
2935,present date product not deliv,1,
2936,present date receiv order three,1,
2937,present did arriv the date,1,
2938,present error messag top ink,1,
2939,present moment did receiv explan,1,
2940,present moment did receiv the,1,
2941,present photo do not recommend,1,
2942,present play trash lack profession,1,
2943,present print without qualiti without,1,
2944,present problem power suppli cabl,1,
2945,present product did have stock,1,
2946,present site want be reimburs,1,
2947,present the canist websit the,1,
2948,present the site doe not,1,
2949,present two unit in seal,1,
2950,preserv dye when receiv wa,1,
2951,press one the two button,1,
2952,press the product four twenti,1,
2953,pressur cooker reach use buy,1,
2954,pressur dog place top it,1,
2955,pressur huge loss time the,1,
2956,prestito product is birthday gift,1,
2957,prevent stack consumpt you remov,1,
2958,previou devic conclus paid doubl,1,
2959,previou model model hv seven,1,
2960,previou purchas hot wheel it,1,
2961,price am tri contact did,1,
2962,price announc tri get touch,1,
2963,price charg phone the phone,1,
2964,price differ almost doubl tel,1,
2965,price freight get news have,1,
2966,price not worth headach went,1,
2967,price not worth the product,1,
2968,price paid would justifi came,1,
2969,price small poor qualiti horribl,1,
2970,print accord printer technician not,1,
2971,print blur without sharp match,1,
2972,print cartridg did print accord,1,
2973,print deskjet two thousand fifti,1,
2974,print etc the fact that,1,
2975,print in draft mode use,1,
2976,print terribl detect tri make,1,
2977,print the voic found strang,1,
2978,print without qualiti without focu,1,
2979,printer accus the comput screen,1,
2980,printer aggrav that voic the,1,
2981,printer cartridg came shaken falsifi,1,
2982,printer describ the repeat product,1,
2983,printer detect one the cartridg,1,
2984,printer identifi two cartridg non,1,
2985,printer indic it empti present,1,
2986,printer origin xl size receiv,1,
2987,printer refus they recharg request,1,
2988,printer sixti receiv one one,1,
2989,printer technician not origin in,1,
2990,printer the product wa sold,1,
2991,printer tri instal cartridg provid,1,
2992,printer valu one hundr seventi,1,
2993,pro go pro miss adapt,1,
2994,pro miss adapt connector two,1,
2995,problem administr the card did,1,
2996,problem all the item not,1,
2997,problem bought motor came semi,1,
2998,problem bought paid two unit,1,
2999,problem cabl am perform the,1,
3000,problem can not chang ask,1,
3001,problem deliveri product are fill,1,
3002,problem deliveri the first time,1,
3003,problem deliveri the product went,1,
3004,problem distribut now anoth ask,1,
3005,problem get product pack violat,1,
3006,problem he said nutrit tabl,1,
3007,problem hope they solv the,1,
3008,problem in case send contact,1,
3009,problem in post offic supplier,1,
3010,problem in resid postal complain,1,
3011,problem is deliv howev deliv,1,
3012,problem is phone number get,1,
3013,problem it seem bad guy,1,
3014,problem marathon hung the phone,1,
3015,problem other cancel want know,1,
3016,problem partner respond send wrong,1,
3017,problem poor call canist partner,1,
3018,problem power suppli cabl the,1,
3019,problem problem other cancel want,1,
3020,problem purchas thi site thi,1,
3021,problem return new receipt addit,1,
3022,problem sent an email say,1,
3023,problem sinc product been defect,1,
3024,problem soon the helmet present,1,
3025,problem stark are go path,1,
3026,problem the devic it have,1,
3027,problem the first day use,1,
3028,problem the mail date noth,1,
3029,problem the sac phone answer,1,
3030,problem the sheet alreadi paid,1,
3031,problem the site tri fill,1,
3032,problem they would cancel deliveri,1,
3033,problem thi come ye product,1,
3034,problem thi last purchas make,1,
3035,problem thi purchas bought onc,1,
3036,problem thi time did get,1,
3037,problem trust the site announc,1,
3038,problem wonder you go stay,1,
3039,proce coward did not come,1,
3040,procedur deliv the product unfortun,1,
3041,procedur return revers the valu,1,
3042,proceed receiv other rememb request,1,
3043,process know would take targaryen,1,
3044,process make exchang gave two,1,
3045,process will send other chair,1,
3046,processor old outdat slow doe,1,
3047,prod parallel report the site,1,
3048,produc togeth receiv one code,1,
3049,product absurd delay wait canist,1,
3050,product accept justif long time,1,
3051,product accord photo the ad,1,
3052,product accord store in the,1,
3053,product accord the advertis targaryen,1,
3054,product accord the purchas payment,1,
3055,product actual deliv deadlin howev,1,
3056,product almost month wait appear,1,
3057,product alreadi defect fuse accord,1,
3058,product alreadi go thirti sistema,1,
3059,product alreadi got touch canist,1,
3060,product alreadi got touch store,1,
3061,product alreadi made nine day,1,
3062,product alreadi paid first instal,1,
3063,product alreadi return one time,1,
3064,product alreadi sent mail no,1,
3065,product alreadi sent messag store,1,
3066,product alreadi use more thirti,1,
3067,product also not get touch,1,
3068,product although contain measur do,1,
3069,product alway arriv pack thi,1,
3070,product am mt upset had,1,
3071,product announc my money back,1,
3072,product announc targaryen sent anoth,1,
3073,product anoth brand deliv deadlin,1,
3074,product anoth brand much lower,1,
3075,product anoth model total diverg,1,
3076,product anoth person without confirm,1,
3077,product anoth twenti five day,1,
3078,product appear one mini bisnaga,1,
3079,product appear the site the,1,
3080,product are fill bag evalu,1,
3081,product arriv and like wa,1,
3082,product arriv broken not make,1,
3083,product arriv but fake clearli,1,
3084,product arriv call post offic,1,
3085,product arriv can not evalu,1,
3086,product arriv damag crack sourc,1,
3087,product arriv damag request exchang,1,
3088,product arriv defect canist websit,1,
3089,product arriv did even come,1,
3090,product arriv eight thirti one,1,
3091,product arriv four four day,1,
3092,product arriv half still wait,1,
3093,product arriv incomplet product miss,1,
3094,product arriv late came broken,1,
3095,product arriv late poorli pack,1,
3096,product arriv late still came,1,
3097,product arriv me diverg relat,2,
3098,product arriv my resid ye,1,
3099,product arriv the coupl box,1,
3100,product arriv well deadlin defect,1,
3101,product arriv well the deadlin,1,
3102,product as forti five eleven,1,
3103,product ask cancel fifteen day,1,
3104,product ask canist make necessari,1,
3105,product ask in voic describ,1,
3106,product ask len one came,1,
3107,product ask not correspond what,1,
3108,product ask not watch it,2,
3109,product ask two onli one,1,
3110,product at post offic talk,1,
3111,product at the same time,1,
3112,product avail purchas at time,1,
3113,product await valu export credit,1,
3114,product bad qualiti came miss,1,
3115,product bad qualiti coupl feel,1,
3116,product bad qualiti hurrican not,1,
3117,product bad qualiti sent without,1,
3118,product bad stay incomplet product,1,
3119,product be coars finish done,1,
3120,product be deliv fact wa,1,
3121,product be deliv had remov,1,
3122,product be pack inadequ the,1,
3123,product becaus gt alreadi receiv,1,
3124,product becaus paid the freight,1,
3125,product been defect onli meet,1,
3126,product been deliv not receiv,1,
3127,product been emit yet wors,1,
3128,product been miss five quantiti,1,
3129,product behalf someon els terribl,1,
3130,product behalf viniciu silva the,1,
3131,product birthday gift am disappoint,1,
3132,product blue gray blue accord,1,
3133,product bought anoth smaller differ,1,
3134,product bought at canist the,1,
3135,product bought bad packag product,1,
3136,product bought bucket spin mop,1,
3137,product bought came disagr wait,1,
3138,product bought canist receiv two,1,
3139,product bought get upset it,1,
3140,product bought hygien dog carpet,1,
3141,product bought is reliabl non,1,
3142,product bought not arriv arriv,1,
3143,product bought open return the,1,
3144,product bought origin hp product,1,
3145,product bought puff pet receiv,1,
3146,product bought receiv one sent,1,
3147,product bought the canist websit,1,
3148,product bought the photo deliv,1,
3149,product bought thi glass frame,1,
3150,product bought total differ photo,1,
3151,product bought two curtain onli,1,
3152,product bought two filter receiv,1,
3153,product bought two pendant they,1,
3154,product box come write averag,1,
3155,product box violat need most,1,
3156,product brand lower purchas without,1,
3157,product brand receiv anoth less,1,
3158,product broken and far not,1,
3159,product came anoth complet differ,1,
3160,product came anoth noth do,1,
3161,product came anoth return product,1,
3162,product came broken box as,1,
3163,product came broken broken not,1,
3164,product came broken but week,1,
3165,product came broken three box,1,
3166,product came broken three part,1,
3167,product came broken want anoth,1,
3168,product came broken want exchang,1,
3169,product came burn doe work,1,
3170,product came correct instruct manual,1,
3171,product came crack even seal,1,
3172,product came damag alreadi request,1,
3173,product came damag sinc the,1,
3174,product came deadlin it came,1,
3175,product came defect an hour,1,
3176,product came defect do give,1,
3177,product came defect it not,1,
3178,product came defect loos clock,1,
3179,product came defect me purchas,1,
3180,product came defect not work,1,
3181,product came defect request deliveri,1,
3182,product came defect sent guarante,1,
3183,product came defect touchscreen not,1,
3184,product came defect wa accept,1,
3185,product came defect work from,1,
