,phrases,frequency
1787,packag perfum origin essenc,1
1788,packag product came rape,1
1789,packag product wrong product,1
1790,packag realiz it not,1
1791,packag saw it not,1
1792,packag shown purchas come,1
1793,packag take than one,1
1794,packag that had tower,1
1795,packag the conveyor tbm,1
1796,packag the lid came,1
1797,packag the post offic,1
1798,packag the tea all,1
1799,packag tri get touch,1
1800,packag tri make exchang,1
1801,packag veri weak it,1
1802,packag violat intend return,1
1803,packag wa one unit,1
1804,packag want other set,1
1805,packag with tea pot,1
1806,packag without seal coupl,1
1807,packag would fit two,1
1808,packet one hundr forti,1
1809,packet one unit still,1
1810,paid absurd freight still,1
1811,paid alreadi past the,1
1812,paid alreadi sent messag,1
1813,paid deliv my hous,1
1814,paid did receiv product,3
1815,paid doe deliv pleas,1
1816,paid doubl someth camelodromo,1
1817,paid eight eight two,1
1818,paid even the discount,1
1819,paid expens freight onli,1
1820,paid fifti two piec,1
1821,paid first instal did,1
1822,paid first instal the,1
1823,paid five six two,1
1824,paid four freight arriv,1
1825,paid freight deadlin not,1
1826,paid freight did receiv,1
1827,paid freight get home,1
1828,paid freight go to,1
1829,paid freight had remov,1
1830,paid freight product in,1
1831,paid freight receiv my,1
1832,paid freight the product,1
1833,paid freight to remov,1
1834,paid freight wa execut,1
1835,paid freight when get,1
1836,paid individu freight each,1
1837,paid it whole not,1
1838,paid lilac sent gave,1
1839,paid low qualiti materi,1
1840,paid my credit card,1
1841,paid not deliv lot,1
1842,paid not receiv return,1
1843,paid not want product,1
1844,paid not yet an,1
1845,paid noth one resolv,1
1846,paid one hundr arriv,1
1847,paid one instal ha,1
1848,paid plastic reveal glaze,1
1849,paid price freight get,1
1850,paid product almost month,1
1851,paid product freight noth,1
1852,paid product not receiv,1
1853,paid product quantiti two,2
1854,paid ship thought would,1
1855,paid so far did,1
1856,paid steer to get,1
1857,paid targaryen said did,1
1858,paid than eighti one,1
1859,paid the expens freight,1
1860,paid the first instal,1
1861,paid the freight receiv,1
1862,paid the product it,1
1863,paid the purchas want,1
1864,paid the qualiti well,1
1865,paid three bug came,1
1866,paid to deliv my,1
1867,paid two jar note,1
1868,paid two luminari receiv,1
1869,paid two pen still,1
1870,paid two plot three,1
1871,paid two product unit,2
1872,paid two receiv one,1
1873,paid two request made,1
1874,paid two time same,1
1875,paid two two ink,1
1876,paid two unit receiv,1
1877,paid two unit the,2
1878,paid two watch the,1
1879,paid two wonder open,1
1880,paid valu product day,1
1881,paid view stay almost,1
1882,paid view wa deliv,1
1883,paid want urgent rest,1
1884,paid websit canist to,1
1885,paid who choos you,1
1886,paid would justifi came,1
1887,paint kit origin it,1
1888,paint packag declar run,1
1889,paint plate of poor,1
1890,pair cartridg phone hundr,1
1891,pair pictur the curtain,1
1892,pan did observ dimens,1
1893,pan due the pressur,1
1894,pan leak lot steam,1
1895,panda the mail wa,1
1896,paper announc receiv two,1
1897,paper did find phone,1
1898,paraguay worst purchas ve,1
1899,parallel report the site,1
1900,parallel unit old say,1
1901,parent readi no time,1
1902,part aluminum scratch want,1
1903,part could request exchang,1
1904,part er revers valu,1
1905,part fell american not,1
1906,part not like the,1
1907,part send mail make,2
1908,part so hard came,1
1909,part super thin quilt,1
1910,part suspect the origin,1
1911,part the box wa,1
1912,part the curtain ugli,1
1913,part the request they,1
1914,part the structur alreadi,1
1915,part total wrong place,1
1916,parti do not recommend,1
1917,parti of want money,1
1918,parti sell fals product,1
1919,parti the weekend alway,1
1920,parti two thousand seven,1
1921,partial deliv miss luminari,1
1922,partial total note came,1
1923,partner are trustworthi it,1
1924,partner canist neither satisfact,1
1925,partner have fulfil it,1
1926,partner have warn the,1
1927,partner know detail the,1
1928,partner landsim canist methodolog,1
1929,partner list come contact,1
1930,partner product purchas paid,1
1931,partner push the problem,1
1932,partner respond send wrong,1
1933,partner respons the canist,1
1934,partner said can do,1
1935,partner stark work deliv,1
1936,partner store solv problem,1
1937,partner the purchas made,1
1938,partner these sold product,1
1939,partner to design imag,1
1940,partner use ma fe,1
1941,partnership help compani grow,1
1942,pass car noth proce,1
1943,pass deadlin have receiv,1
1944,pass deliveri time not,2
1945,pass deliveri time receiv,1
1946,pass five noth the,1
1947,pass forti eight hour,1
1948,pass so far noth,1
1949,pass two day noth,1
1950,passag box receiv anoth,1
1951,passag made hous the,1
1952,passim everi way not,1
1953,passport two came lower,1
1954,past almost two month,1
1955,past estim time paid,1
1956,past one hundr twenti,1
1957,past role am doubt,1
1958,past the deadlin no,1
1959,path the canist doe,1
1960,pattern should found wa,1
1961,pattern sold my citi,1
1962,paulo sp object deliv,1
1963,pay attent buy it,1
1964,pay attent the request,1
1965,pay expens freight do,1
1966,pay mislead advertis cabl,1
1967,pay not receiv product,1
1968,pay not take unfortun,1
1969,pay read bodi temperatur,1
1970,pay then wait the,1
1971,pay twenti five freight,1
1972,pay twenti on freight,1
1973,pay wait do not,1
1974,pay without the product,1
1975,payment approv one day,1
1976,payment deadlin and noth,1
1977,payment discov not the,1
1978,payment first instal so,1
1979,payment insid the box,1
1980,payment is long time,1
1981,payment month not receiv,1
1982,payment no one return,1
1983,payment revers alreadi anoth,1
1984,payment six hundr thirti,1
1985,payment the credit card,1
1986,payment the purchas product,1
1987,payment the seller wait,1
1988,payment two unit receiv,1
1989,payment wa approv the,1
1990,payment would like contact,1
1991,pc alreadi complain not,1
1992,pc not recogn the,1
1993,pc the mous came,1
1994,pearl ha arriv it,1
1995,peel print blur without,1
1996,pen receiv one the,1
1997,pen still wait return,1
1998,pend simpl the doubl,1
1999,pendant appear the mail,1
2000,pendant came feel one,1
2001,pendant came one the,1
2002,pendant not receiv the,1
2003,pendant receiv one went,1
2004,pendant they deliv one,1
2005,pendriv usb three zero,1
2006,peopl accord consum right,1
2007,peopl respons receiv good,1
2008,peopl the courag do,1
2009,per deliveri part er,1
2010,perceiv ad not highlight,1
2011,perceiv da canist alway,1
2012,perfect fake disgust due,1
2013,perfect howev product veri,1
2014,perform due truck driver,1
2015,perform give the product,1
2016,perform the procedur return,1
2017,perfum came one box,1
2018,perfum came one want,1
2019,perfum fake mark the,1
2020,perfum hugo boss energi,1
2021,perfum miss gabriel night,1
2022,perfum my wife product,1
2023,perfum no scent fixat,1
2024,perfum not yet receiv,1
2025,perfum origin essenc not,1
2026,perfum spray cap with,1
2027,perfum the gabriel sabatini,1
2028,perfum tommi hilfig receiv,1
2029,perfum totem perfum not,1
2030,perfum two perfum totem,1
2031,perhap truck driver strike,1
2032,peri tre five zero,1
2033,period neither satisfact given,1
2034,period would april twenti,1
2035,person absurd redirect the,1
2036,person anoth product cancel,1
2037,person can get in,1
2038,person good afternoon inform,1
2039,person need be constantli,1
2040,person thermal cup the,1
2041,peso servic do have,1
2042,pessimima experi primari error,1
2043,pet box blue color,1
2044,pet nf behalf anoth,1
2045,pet receiv driver pet,1
2046,pf unit otherwis go,1
2047,ph rapid one thousand,1
2048,philip came open took,1
2049,phone alreadi give problem,1
2050,phone answer machin not,1
2051,phone appear corrupt on,1
2052,phone call did know,1
2053,phone contact email complaint,1
2054,phone contact not work,1
2055,phone hundr twenti two,1
2056,phone inform of non,1
2057,phone it not work,1
2058,phone low qualiti except,1
2059,phone miss the film,1
2060,phone my face tri,1
2061,phone not curricular ha,1
2062,phone number compani sold,1
2063,phone number get touch,1
2064,phone pc not recogn,1
2065,phone receiv day one,1
2066,phone request mail not,1
2067,phone spoil printer the,1
2068,phone talk an attend,1
2069,phone targaryen nation product,1
2070,phone the contact bought,1
2071,phone the phone low,1
2072,phone the stark not,1
2073,phone they tell that,1
2074,phone tri access canist,1
2075,phone we talk went,1
2076,photo ad not they,1
2077,photo announc price not,1
2078,photo believ watch fals,1
2079,photo black gold not,1
2080,photo deliv wa complet,1
2081,photo did come the,1
2082,photo discret bad qualiti,1
2083,photo do not buy,1
2084,photo do not recommend,1
2085,photo get full fold,1
2086,photo it came total,1
2087,photo mark announc disappoint,1
2088,photo match product although,1
2089,photo more beauti decim,1
2090,photo not class ten,1
2091,photo not come the,1
2092,photo not same receiv,1
2093,photo photo thought wa,1
2094,photo product same receiv,1
2095,photo prove told it,1
2096,photo qualiti terribl sent,1
2097,photo receiv plastic curtain,1
2098,photo receiv well left,1
2099,photo seem be greater,1
2100,photo seem fabric draw,1
2101,photo site the cell,1
2102,photo smaller defect one,1
2103,photo templat model ep,1
2104,photo the ad have,1
2105,photo the advertis alway,1
2106,photo the color much,1
2107,photo the model thirteen,1
2108,photo the product appear,1
2109,photo the product from,1
2110,photo the product wa,1
2111,photo the site addit,1
2112,photo the site ll,1
2113,photo the skirt not,1
2114,photo thought wa first,1
2115,photo want know to,1
2116,photo with shower mine,1
2117,physic educ curricular organ,1
2118,physic the solid state,1
2119,pick ani cell phone,1
2120,picolin ginger guarana arriv,1
2121,pictur believ due the,1
2122,pictur frame the packag,1
2123,pictur print terribl detect,1
2124,pictur targaryen request exchang,1
2125,pictur the curtain onli,1
2126,pictur want answer view,1
2127,pie look like product,1
2128,piec bought two game,1
2129,piec came miss than,1
2130,piec contact immedi the,1
2131,piec describ voic yesterday,1
2132,piec disappoint the canist,1
2133,piec kit copper bed,1
2134,piec make connect imposs,1
2135,piec need certain urgenc,1
2136,piec quantiti volum one,1
2137,piec receiv product twenti,1
2138,piec request anoth urgent,1
2139,piec seller not return,1
2140,piec sent two wrong,1
2141,piec the product wa,1
2142,piec the white plastic,1
2143,pigment da eiga nine,1
2144,pillow arriv deadlin broom,1
2145,pillow broom pillow arriv,1
2146,pillow cover receiv blanket,1
2147,pillow far posit the,1
2148,pillow memori affect babi,1
2149,pillow memori memori tram,1
2150,pillow model deliv pillow,1
2151,pillowcas poor qualiti seam,1
2152,pin alway fall addit,1
2153,pine the loos hatchet,1
2154,pink came black also,1
2155,pink white receiv whole,1
2156,pipett they sent just,1
2157,piraci sign also come,1
2158,pirat go my consum,1
2159,pirat whose qualiti bad,1
2160,piston kit cg one,1
2161,piston seat backer feet,1
2162,place black nine hundr,1
2163,place bought bought bumbleeb,1
2164,place fit cute fragil,1
2165,place out foot came,1
2166,place purchas made the,1
2167,place receiv the product,1
2168,place the first attempt,1
2169,place thirti eight compani,1
2170,place wa day home,1
2171,place what draw attent,1
2172,plan product arriv four,1
2173,plan two pendant appear,1
2174,plant that bought two,1
2175,plastic bad is goal,1
2176,plastic cover the clay,1
2177,plastic curtain noth like,1
2178,plastic curtain the photo,1
2179,plastic latch prevent stack,1
2180,plastic reveal glaze kit,1
2181,plastic that bought stainless,1
2182,plastic the clean brush,1
2183,plastic understand more power,1
2184,plastic yarn book gave,1
2185,plate of poor qualiti,1
2186,plate when million two,1
2187,play futsal thought wrong,1
2188,play is tactic vest,1
2189,play merchandis the post,1
2190,play money mop not,1
2191,play trash lack profession,1
2192,pleas ask deliveri glass,1
2193,pleas chang product bought,1
2194,pleas check appear the,1
2195,pleas check urgent the,1
2196,pleas check what happen,1
2197,pleas deadlin been fulfil,1
2198,pleas did receiv product,1
2199,pleas forget exist do,1
2200,pleas give some feedback,1
2201,pleas let know you,1
2202,pleas mi resent mi,1
2203,pleas post neg comment,1
2204,pleas provid deliveri the,1
2205,pleas respond urgent is,1
2206,pleas solv urgent situat,1
2207,pleas streamlin deliveri want,1
2208,pleas want know is,1
2209,pleas want solut thi,1
2210,pleas warn to cancel,1
2211,plot three until today,1
2212,plu card will have,1
2213,plu give plu none,1
2214,plu none them pack,1
2215,plu note everyth zero,1
2216,plu product deliv anyway,1
2217,plu receiv the control,1
2218,plu the color gray,1
2219,plu the led tape,1
2220,plu they answer email,1
2221,plush keeper minecraft the,1
2222,po rapid turbo past,1
2223,point give appear product,1
2224,pointer not advanc disappoint,1
2225,pointer stop work use,1
2226,polivitamin each kit ten,1
2227,poll two unit instead,1
2228,pond rio de janeiro,1
2229,poor call canist partner,1
2230,poor compani not deliv,1
2231,poor condit seem have,1
2232,poor deliveri servic purchas,1
2233,poor deliveri time buy,1
2234,poor finish noth eleg,1
2235,poor mous servic deliveri,1
2236,poor partner stark work,1
2237,poor product doe work,1
2238,poor qualiti can believ,1
2239,poor qualiti do recommend,1
2240,poor qualiti doe look,1
2241,poor qualiti extrem weak,1
2242,poor qualiti handl instal,1
2243,poor qualiti horribl pendant,1
2244,poor qualiti is noth,1
2245,poor qualiti noth photo,1
2246,poor qualiti seam seem,1
2247,poor seller cancel request,1
2248,poorli finish disappoint do,1
2249,poorli pack leak lot,1
2250,poorli pack miss telet,1
2251,poorli pack without protect,1
2252,poorli qualiti should put,1
2253,poorli qualiti yesterday receiv,1
2254,porn am wait an,1
2255,portrait howev came one,1
2256,posit far have receiv,1
2257,posit hyperopia neg utopia,2
2258,posit if will contact,1
2259,posit lens neg lens,2
2260,posit merchandis be deliv,1
2261,posit my product not,1
2262,posit my request revers,1
2263,posit request not deliv,1
2264,posit so far have,1
2265,posit the compani question,1
2266,posit the product not,1
2267,posit the sale the,1
2268,posit the store relat,2
2269,posit the store the,1
2270,posit the store to,1
2271,posit the supplier week,1
2272,posit to arriv my,1
2273,posit total absurd disrespect,1
2274,posit until present moment,1
2275,possibl cancel the product,1
2276,possibl chang there no,1
2277,possibl evalu product product,1
2278,possibl request the return,1
2279,possibl veri seriou transport,1
2280,post code pleas send,1
2281,post neg comment when,1
2282,post number is the,1
2283,post offic anoth citi,1
2284,post offic claim tri,1
2285,post offic claim went,1
2286,post offic deliv who,1
2287,post offic did like,1
2288,post offic distant agenc,1
2289,post offic due the,1
2290,post offic envelop address,1
2291,post offic et phone,1
2292,post offic everyth bought,1
2293,post offic final had,1
2294,post offic great neglect,1
2295,post offic had sent,1
2296,post offic in the,1
2297,post offic know the,1
2298,post offic never fulfil,1
2299,post offic not deliv,2
2300,post offic not yet,1
2301,post offic now deliv,1
2302,post offic onli two,1
2303,post offic receiv make,1
2304,post offic remov the,1
2305,post offic report there,1
2306,post offic return upset,1
2307,post offic say wa,1
2308,post offic see had,1
2309,post offic store make,1
2310,post offic supplier not,1
2311,post offic take long,1
2312,post offic talk us,1
2313,post offic the product,1
2314,post offic they said,1
2315,post offic they told,1
2316,post offic turn go,1
2317,post offic until the,1
2318,post offic who reimburs,1
2319,post offic would not,1
2320,post product far or,1
2321,post show address incorrect,1
2322,post strike the countri,1
2323,post ten gram envelop,1
2324,post the code that,1
2325,postag the product done,1
2326,postal code that can,1
2327,postal complain anyon home,1
2328,pot end get damag,1
2329,pot onli deliv one,1
2330,pot pot miss pot,1
2331,potato it be deliv,1
2332,powder arriv the base,1
2333,powder paid two request,1
2334,power suppli cabl the,1
2335,practic they worthi peopl,1
2336,preacher ten unit came,1
2337,preacher total twenti unit,1
2338,precis eighteen five the,1
2339,precis mislead propaganda decid,1
2340,predict deliveri june eighteen,1
2341,predict six six return,1
2342,prefer pay twenti on,1
2343,prefer wait the provis,1
2344,premium coppa seven hundr,1
2345,premium samsung stand wireless,1
2346,prepar ship four twenti,1
2347,present avail to day,1
2348,present clear low product,1
2349,present correct descript product,1
2350,present date did receiv,1
2351,present date not deliv,1
2352,present date product not,1
2353,present date receiv order,1
2354,present did arriv the,1
2355,present error messag top,1
2356,present moment did receiv,2
2357,present photo do not,1
2358,present play trash lack,1
2359,present print without qualiti,1
2360,present problem power suppli,1
2361,present product did have,1
2362,present site want be,1
2363,present the canist websit,1
2364,present the site doe,1
2365,present two unit in,1
2366,preserv dye when receiv,1
2367,press one the two,1
2368,press the product four,1
2369,pressur cooker reach use,1
2370,pressur dog place top,1
2371,pressur huge loss time,1
2372,prestito product is birthday,1
2373,prevent stack consumpt you,1
2374,previou devic conclus paid,1
2375,previou model model hv,1
2376,previou purchas hot wheel,1
2377,price am tri contact,1
2378,price announc tri get,1
2379,price charg phone the,1
2380,price differ almost doubl,1
2381,price freight get news,1
2382,price not worth headach,1
2383,price not worth the,1
2384,price paid would justifi,1
2385,price small poor qualiti,1
2386,print accord printer technician,1
2387,print blur without sharp,1
2388,print cartridg did print,1
2389,print deskjet two thousand,1
2390,print equal the origin,1
2391,print etc the fact,1
2392,print in draft mode,1
2393,print terribl detect tri,1
2394,print the voic found,1
2395,print with lower perform,1
2396,print without qualiti without,1
2397,printer accus the comput,1
2398,printer aggrav that voic,1
2399,printer cartridg came shaken,1
2400,printer describ the repeat,1
2401,printer detect one the,1
2402,printer identifi two cartridg,1
2403,printer indic it empti,1
2404,printer origin xl size,1
2405,printer refus they recharg,1
2406,printer sixti receiv one,1
2407,printer technician not origin,1
2408,printer the product wa,1
2409,printer tri instal cartridg,1
2410,printer valu one hundr,1
2411,pro go pro miss,1
2412,pro miss adapt connector,1
2413,problem administr the card,1
2414,problem all the item,1
2415,problem bought motor came,1
2416,problem bought paid two,1
2417,problem cabl am perform,1
2418,problem can not chang,1
2419,problem come be solv,1
2420,problem deliveri product are,1
2421,problem deliveri the first,1
2422,problem deliveri the product,1
2423,problem dissatisfi want money,1
2424,problem distribut now anoth,1
2425,problem get product pack,1
2426,problem he said nutrit,1
2427,problem hope they solv,1
2428,problem in case send,1
2429,problem in post offic,1
2430,problem in resid postal,1
2431,problem is deliv howev,1
2432,problem is mark wrong,1
2433,problem is phone number,1
2434,problem it seem bad,1
2435,problem marathon hung the,1
2436,problem other cancel want,1
2437,problem partner respond send,1
2438,problem poor call canist,1
2439,problem power suppli cabl,1
2440,problem problem other cancel,1
2441,problem purchas thi site,1
2442,problem return new receipt,1
2443,problem satisfact what occur,1
2444,problem sent an email,1
2445,problem sinc product been,1
2446,problem soon the helmet,1
2447,problem stark are go,1
2448,problem the devic it,1
2449,problem the first day,1
2450,problem the mail date,1
2451,problem the sac phone,1
2452,problem the sheet alreadi,1
2453,problem the site tri,1
2454,problem they would cancel,1
2455,problem thi come ye,1
2456,problem thi last purchas,1
2457,problem thi purchas bought,1
2458,problem thi time did,1
2459,problem trust the site,1
2460,problem wonder you go,1
2461,proce coward did not,1
2462,procedur deliv the product,1
2463,procedur return revers the,1
2464,proceed receiv other rememb,1
2465,process know would take,1
2466,process make exchang gave,1
2467,process will send other,1
2468,processor old outdat slow,1
2469,prod parallel report the,1
2470,produc togeth receiv one,1
2471,product absurd delay wait,1
2472,product accept justif long,1
2473,product accord photo the,1
2474,product accord store in,1
2475,product accord the advertis,1
2476,product accord the purchas,1
2477,product actual deliv deadlin,1
2478,product almost month wait,1
2479,product alreadi defect fuse,1
2480,product alreadi go thirti,1
2481,product alreadi got touch,2
2482,product alreadi made nine,1
2483,product alreadi paid first,1
2484,product alreadi request return,1
2485,product alreadi return one,1
2486,product alreadi sent mail,1
2487,product alreadi sent messag,1
2488,product alreadi use more,1
2489,product also not get,1
2490,product although contain measur,1
2491,product alway arriv pack,1
2492,product am mt upset,1
2493,product announc my money,1
2494,product announc targaryen sent,1
2495,product announc the photo,1
2496,product anoth brand deliv,1
2497,product anoth brand much,1
2498,product anoth model total,1
2499,product anoth person without,1
2500,product anoth twenti five,1
2501,product appear one mini,1
2502,product appear the site,1
2503,product are fill bag,1
2504,product arriv and like,1
2505,product arriv broken not,1
2506,product arriv but fake,1
2507,product arriv call post,1
2508,product arriv can not,1
2509,product arriv damag crack,1
2510,product arriv damag request,1
2511,product arriv defect canist,1
2512,product arriv did even,1
2513,product arriv eight thirti,1
2514,product arriv four four,1
2515,product arriv half still,1
2516,product arriv incomplet product,1
2517,product arriv late came,1
2518,product arriv late poorli,1
2519,product arriv late still,1
2520,product arriv me diverg,2
2521,product arriv my resid,1
2522,product arriv not respond,1
2523,product arriv pleas solv,1
2524,product arriv risk stain,1
2525,product arriv spoil alon,1
2526,product arriv the coupl,1
2527,product arriv well deadlin,1
2528,product arriv well the,1
2529,product as forti five,1
2530,product ask cancel fifteen,1
2531,product ask canist make,1
2532,product ask in voic,1
2533,product ask len one,1
2534,product ask not correspond,1
2535,product ask not watch,2
2536,product ask two onli,1
2537,product at post offic,1
2538,product at the same,1
2539,product avail purchas at,1
2540,product await urgent return,1
2541,product await valu export,1
2542,product bad qualiti came,1
2543,product bad qualiti coupl,1
2544,product bad qualiti hurrican,1
2545,product bad qualiti sent,1
2546,product bad stay incomplet,1
2547,product be coars finish,1
2548,product be deliv fact,1
2549,product be deliv had,1
2550,product be pack inadequ,1
2551,product becaus gt alreadi,1
2552,product becaus paid the,1
2553,product been defect onli,1
2554,product been deliv not,1
2555,product been emit yet,1
2556,product been miss five,1
2557,product behalf someon els,1
2558,product behalf viniciu silva,1
2559,product belt not work,1
2560,product birthday gift am,1
2561,product blue gray blue,1
2562,product bought anoth smaller,1
2563,product bought at canist,1
2564,product bought bad packag,1
2565,product bought bucket spin,1
2566,product bought came disagr,1
2567,product bought canist receiv,1
2568,product bought get upset,1
2569,product bought hygien dog,1
2570,product bought is reliabl,1
2571,product bought not arriv,1
2572,product bought open return,1
2573,product bought origin hp,1
2574,product bought puff pet,1
2575,product bought receiv one,1
2576,product bought the canist,1
2577,product bought the photo,1
2578,product bought thi glass,1
2579,product bought total differ,1
2580,product bought two curtain,1
2581,product bought two filter,1
2582,product bought two pendant,1
2583,product box come write,1
2584,product box violat need,1
2585,product brand lower purchas,1
2586,product brand receiv anoth,1
2587,product broken and far,1
2588,product came anoth complet,1
2589,product came anoth noth,1
2590,product came anoth return,1
2591,product came broken box,1
2592,product came broken broken,1
2593,product came broken but,1
2594,product came broken three,2
2595,product came broken want,2
2596,product came burn doe,1
2597,product came correct instruct,1
2598,product came crack even,1
2599,product came damag alreadi,1
2600,product came damag sinc,1
2601,product came deadlin it,1
2602,product came defect an,1
2603,product came defect do,1
2604,product came defect it,1
2605,product came defect loos,1
2606,product came defect me,1
2607,product came defect not,1
2608,product came defect request,1
2609,product came defect sent,1
2610,product came defect touchscreen,1
2611,product came defect wa,1
2612,product came defect work,1
2613,product came differ announc,1
2614,product came differ size,1
2615,product came differ the,1
2616,product came differ what,1
2617,product came differ without,1
2618,product came dirti without,1
2619,product came fade one,1
2620,product came fake step,1
2621,product came faulti break,1
2622,product came incomplet miss,1
2623,product came malfunct tri,1
2624,product came miss greater,1
2625,product came miss one,1
2626,product came not bought,1
2627,product came number the,1
2628,product came origin box,1
2629,product came poor condit,1
2630,product came rape am,1
2631,product came spoil bad,1
2632,product came the differ,1
2633,product came the free,1
2634,product came the label,1
2635,product came the ship,1
2636,product came the stipul,1
2637,product came the vote,1
2638,product came the wrong,3
2639,product came total differ,1
2640,product came total wrong,1
2641,product came toy box,1
2642,product came wa what,1
2643,product came wrap an,1
2644,product came wrong anoth,2
2645,product came wrong backer,1
2646,product came wrong broken,1
2647,product came wrong did,1
2648,product came wrong have,1
2649,product came wrong noth,1
2650,product came wrong voltag,1
2651,product came wrong with,1
2652,product can not cancel,1
2653,product cancel deliveri the,1
2654,product cancel the request,1
2655,product canist websit not,1
2656,product case clock same,1
2657,product charg my credit,1
2658,product check product total,1
2659,product chemic fertil the,1
2660,product ching ling place,1
2661,product chose ask wa,1
2662,product clearli be origin,1
2663,product close win expir,1
2664,product code come anoth,3
2665,product color sent from,1
2666,product come blue ye,1
2667,product come broken want,1
2668,product come complet it,1
2669,product come poor condit,1
2670,product come the deadlin,1
2671,product come without problem,1
2672,product compani differ post,1
2673,product compani not contact,1
2674,product configur of offer,1
2675,product confirm discount valu,1
2676,product consist deliv six,1
2677,product consist deliv sixteen,1
2678,product contact canist request,1
2679,product contain two hundr,1
2680,product correctli did get,1
2681,product cost two hundr,1
2682,product could cancel want,1
2683,product could make exchang,1
2684,product could send mail,1
2685,product cover dri samsung,1
2686,product crack whole content,1
2687,product crisp piraci sign,1
2688,product crook evil well,1
2689,product day is today,1
2690,product day the request,1
2691,product deadlin almost thirti,1
2692,product default inform than,1
2693,product defect want fix,1
2694,product delay deliveri far,1
2695,product deliv accord the,1
2696,product deliv actual bought,1
2697,product deliv alleg incomplet,1
2698,product deliv anoth color,1
2699,product deliv anyway did,1
2700,product deliv at first,1
2701,product deliv broken did,1
2702,product deliv broken not,1
2703,product deliv cascad pr,1
2704,product deliv could contact,1
2705,product deliv differ the,1
2706,product deliv half miss,1
2707,product deliv howev is,1
2708,product deliv howev updat,1
2709,product deliv it not,1
2710,product deliv late worst,1
2711,product deliv lower ask,1
2712,product deliv no given,1
2713,product deliv not product,1
2714,product deliv not receiv,1
2715,product deliv note issu,1
2716,product deliv one thought,1
2717,product deliv onli one,1
2718,product deliv poorli qualiti,1
2719,product deliv return recipi,1
2720,product deliv the address,1
2721,product deliv the color,1
2722,product deliv the post,1
2723,product deliv without in,1
2724,product deliv worth forti,1
2725,product deliv wrong bought,1
2726,product deliv wrong did,1
2727,product deliv yesterday the,1
2728,product deliveri forecast thirteen,1
2729,product deliveri the request,3
2730,product deliveri time two,1
2731,product deliveri within deadlin,1
2732,product der withdrawn the,1
2733,product describ black arriv,1
2734,product descript not match,1
2735,product did accept exchang,1
2736,product did get return,1
2737,product did have stock,2
2738,product did have took,1
2739,product did not ani,1
2740,product did not respond,1
2741,product did not satisfi,1
2742,product did return messag,1
2743,product differ advertis much,1
2744,product differ color handl,1
2745,product differ store the,1
2746,product differ the photo,1
2747,product disappoint sent wrong,1
2748,product disproportion poor qualiti,1
2749,product do deliv at,1
2750,product do understand sinc,1
2751,product do usual problem,1
2752,product doe accept return,1
2753,product doe have sell,1
2754,product doe have stock,1
2755,product doe understand anyth,1
2756,product doe work no,1
2757,product doe work without,1
2758,product done almost the,1
2759,product eight six today,1
2760,product equal came correctli,1
2761,product especi bath tower,1
2762,product estelionato passag made,1
2763,product even alreadi enter,1
2764,product even disguis total,1
2765,product even it deliv,2
2766,product even money back,1
2767,product exchang lower amount,1
2768,product expens peopl the,1
2769,product explain black cartridg,1
2770,product falsifi did come,1
2771,product far have receiv,1
2772,product far one answer,1
2773,product far or voic,1
2774,product fear be without,1
2775,product felt cheat it,1
2776,product fifteen day expect,1
2777,product finish not good,1
2778,product first time purchas,1
2779,product for reason can,1
2780,product found differ what,1
2781,product four order item,1
2782,product four thirti two,1
2783,product four twenti nine,1
2784,product freight noth come,1
2785,product fulfil promis bottl,1
2786,product gave onli one,1
2787,product gave problem the,1
2788,product get avail readi,1
2789,product go the deliveri,1
2790,product goe to the,1
2791,product good it an,1
2792,product good sold if,1
2793,product good the deliveri,1
2794,product gray receiv beig,1
2795,product ha come lie,1
2796,product ha deliv not,2
2797,product ha noth do,1
2798,product ha yet arriv,2
2799,product ha yet deliv,1
2800,product had answer it,1
2801,product had buy and,1
2802,product had deliv not,1
2803,product had made the,1
2804,product hand what had,1
2805,product have alway bought,1
2806,product have come two,1
2807,product have go post,1
2808,product have noth say,1
2809,product have pay wait,1
2810,product he certainli would,1
2811,product held eleven seven,1
2812,product horribl bought the,1
2813,product howev one deliv,1
2814,product imag color print,1
2815,product imag present the,1
2816,product in stark competitor,1
2817,product in stock call,1
2818,product in the courier,1
2819,product incompat print deskjet,1
2820,product incomplet miss birth,1
2821,product induc incorrect purchas,1
2822,product inform not given,1
2823,product inform parallel replica,1
2824,product iran not the,1
2825,product is alreadi way,1
2826,product is bad qualiti,1
2827,product is birthday gift,1
2828,product is close should,1
2829,product is defect not,2
2830,product is five day,1
2831,product is jump nail,1
2832,product is lower the,1
2833,product is ombudsman complaint,1
2834,product is replica the,1
2835,product is still discount,1
2836,product it alreadi pass,1
2837,product it ask ad,1
2838,product it bought two,1
2839,product it came coupl,1
2840,product it not deliv,1
2841,product it not yet,1
2842,product it paid alreadi,1
2843,product it wa to,1
2844,product just arriv howev,1
2845,product just sent an,1
2846,product kit three magnesium,1
2847,product lack respect the,1
2848,product last time look,1
2849,product launch voic gave,1
2850,product least miss or,1
2851,product light blue color,1
2852,product light relat the,1
2853,product like bisch did,1
2854,product limoncello italian premium,1
2855,product littl qualiti site,1
2856,product look like wa,1
2857,product lousi came rip,1
2858,product made an old,1
2859,product made complaint they,1
2860,product made credit card,1
2861,product made purchas two,1
