,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,English
22747,c69d85e0539adf2b7cfd0a3c6d7e33dc,ac7431b880a4ca43d70096a6dfa49071,1,,,2017-07-13 00:00:00,2017-07-15 01:03:13,
22749,7a42a835128b28a5b95b465a8a4b16af,b833c7dd492bcb53f2b6de8d0e081dc2,1,,Enviaram o produto errado.,2018-02-16 00:00:00,2018-02-19 18:05:51,
22753,937fe5f4632bbdb05a755a4f997decb2,7a627462a30fe10f41a14f7f84bd4171,1,,,2018-05-18 00:00:00,2018-05-26 14:00:15,
22802,ad41656664888758b1c9c92c142130a5,22a1a580ac153c5e2f469d27ad6a4e3d,1,,"O produto não veio na cor Escolhida fiquei desepisionado,não sei o que fazer.
",2018-04-24 00:00:00,2018-04-25 01:13:47,
22815,ed49fb8c04b1c2805c8bcb000f019854,76464635ac7911e6670c028e667ca7f0,1,,,2018-08-25 00:00:00,2018-08-25 06:53:38,
22819,fe2b57c56eb4d1d5062c6c066bfc14f3,f6806cb575dffe2dd24873502bc0b413,1,,Os cartuchos não funcionaram na minha impressora HP3050.,2018-07-06 00:00:00,2018-07-09 00:39:24,
22822,323e095360066ddf4cad34aecef84d89,de8f695cc30ff739ee50c1209638549d,1,,Comprei dois produtos e só chegou um. Muito decepcionado ,2017-09-27 00:00:00,2017-10-02 14:45:35,
22833,8c8cb23a7f7e7c788bb809a9675dcd27,58d9d5cd92518cf1b61072e5edfd768d,1,Não recebimento de produt,Essa já é a quarta ou quinta compra minha que não chega que esta havendo ,2018-08-26 00:00:00,2018-08-31 14:54:00,
22839,43e760928df5a52a682207ecf6ef9edb,47a2809ec3c2d8c1263a2e09fb62cbcf,1,,Solicitei cancelamento deste produto. Quero receber a tarjeta de devolução devolução para enviar de volta pelo correio. código,2018-02-24 00:00:00,2018-02-25 14:23:17,
22846,a7d0d2c8377d53a0c239ec7d3943d21d,a9ad04772c6cf0d63efb9444ea80bbaa,1,,"A caixa do relógio que comprei se desintegrou na minha mão ao abri-la.
Enviei por correio hoje para a loja fazer a troca.",2017-11-09 00:00:00,2017-11-10 02:03:21,
22854,b29b53d71611a3a9c713a5e9ab8f823a,f4c8338a46de11977d4378c185a9dbaf,1,,,2018-05-08 00:00:00,2018-05-10 13:52:24,
22857,9c8ed35ee28702c7c0a3625154950369,f823e090c5fffc41f7a863aa7c66e34a,1,,Estou aguardando o envio ,2017-12-24 00:00:00,2017-12-26 13:20:49,
22861,4ddbf00fd6b2376dbd5364ee2dd76a7f,f52da816a21114847a53ef2534f7e1fc,1,,,2018-03-30 00:00:00,2018-04-02 14:05:28,
22864,8d50515985fe57df8f6769ea28c6fe34,3b919fbc512d96f81330d2aae3ed0cf6,1,,,2018-05-17 00:00:00,2018-05-18 21:08:45,
22866,463f8ec8a34b8b5e0e0f9d9a8cc34318,c27718d838f42d07a94941a8d34843e4,1,,parece bom ainda não usei.,2018-07-11 00:00:00,2018-07-12 14:24:03,
22882,0a41cdf23605f9efb6e1abd8bf214ac6,01b15a896c5842077af2aaf4a9f94309,1,,"Paguei o produto a vista, não recebi no prazo estipulado e não me enviaram nenhuma informação apos vencimento do prazo de entrega.",2018-04-15 00:00:00,2018-04-15 21:09:49,
22901,869cee719572c43b5c72ce1c29da734b,46dba1d22a6ee9cb6200c1cb899f583c,1,,Não houve nenhum comunicado sobre o atraso,2017-09-14 00:00:00,2017-09-14 04:30:23,
22905,d64c44384c521d43b081504264b61ba1,ae3e8160dfb11ba7791e416b096d2525,1,,"Touca chegou com furo e um risco que falta pouco pra rasgar também. 
Nas instruções de uso do produto diz que não pode ser usado se estiver rasgado, sendo assim não poderei usar o produto comprado.",2017-08-12 00:00:00,2017-08-14 22:31:05,
22927,21d1b3ca94a6ce60a993866eb4180863,ca37c8860a109a0908b33aa5e1d2f2bc,1,,,2018-08-01 00:00:00,2018-08-05 20:23:04,
22931,fd03011a0b0f790c8530518c079cd1f0,6389c29392c5959831de3e0875ae1cb3,1,,Recebi o produto errado,2017-07-28 00:00:00,2017-07-29 00:13:04,
22937,301c40969b1ff2ed7287d0cc15e067f0,8e96b092573364fa542b5c5fb3a9d9a3,1,,Parece que foi vendido um produto indisponivel na loja,2017-11-19 00:00:00,2017-11-19 08:02:15,
22939,9268cc035b543bf445ef51ee1cf0f1fd,a4ca2ef2db84bd36005b60249c9600d7,1,freteR$110.00 retirar cor,Estou um pouco decepcionada porque paguei um frete caro!agora recebo a notícia que terei que ir buscar no correio que fica do outro lado da cidade que moro!Paguei o frete para receber em casa!!Mas....,2018-08-08 00:00:00,2018-08-08 05:23:58,
22951,358f8960d56c93578361c94ad748da07,1e96a45243abd1f2da33000b50e61c50,1,,Péssima entrega ,2018-02-15 00:00:00,2018-02-16 17:49:25,
22958,314a06cfaa224a122552d2c76a754618,5fbaa35725c08e8527b1bcae123d2490,1,,"Comprei uma elevação de acento com forro no assento e nos ""braços"". Vocês entregaram sem o forro.",2017-12-21 00:00:00,2017-12-23 00:17:07,
22976,0bb0275b3ba4ff9c8d8937908029c5d1,9b2504f4428a8a4d047d22a966df321d,1,," no anuncio um aparelho original TCL, o que eu recebi é SKY, funciona mas não é o que estava no anuncio.",2018-03-01 00:00:00,2018-03-07 10:57:19,
22977,74c541c6a2aedaa97d89dbfb9d4dae20,3d894f368ae702ec71a9db9d4d21291d,1,,,2017-11-15 00:00:00,2017-11-15 07:37:58,
22988,3498dac22d14abc04a51f99e321409a4,4f7dbee2068ee41007872df9d2532dfa,1,,Empresa não é pontual na entrega.,2018-08-25 00:00:00,2018-08-27 06:56:53,
22991,ed941c3fa3d0db6abd65dd0cc4165571,2831c6a69eccc212a3c595b7f93ef1c3,1,,,2018-01-31 00:00:00,2018-02-02 23:45:01,
22996,1e521b900babad98764b25b81781ee7d,f65abc0b3f3401b14505a57fb6113cf1,1,,"Cor divergente: pedi azul turquesa e veio verde.
Produto mal feito. Rústico demais.",2017-09-29 00:00:00,2017-09-30 00:13:52,
22997,6c13a8aa5925745be1de7afc96648c14,464903700caac1e06ce732afb660cfe2,1,Recebi só 1 dos produtos,Só recebi a cortina.. o rolo nao recebi.. e consta como se tivesse entregado os 2.,2018-06-17 00:00:00,2018-06-18 15:12:05,
23000,e1cf0c64e02aeaec7b25ecc0747335c2,64b94e056cc445b99fe4059c9f968d26,1,,"Escolhi as taças com caveira mexicana, foram entregues as de pôquer. ",2018-04-26 00:00:00,2018-04-29 15:52:37,
23014,99143104b35eebdc731fbef8e6e4e384,db5a41f8a08f620920c7c413e91a4438,1,,"No anuncio diz ser 3 cores, mas veio com varias cores",2017-10-27 00:00:00,2017-10-30 16:26:16,
23034,db551ada5aa80d023f7529ca90bffee7,f96d59ecdb3f162337162d9bd1b7cabc,1,,O produto veio com defeito enviei email e nao obtive resposta,2018-05-05 00:00:00,2018-05-09 13:12:12,
23035,6588d98c89e1f7c5b64c20e8cc2c53df,4a71c671955d20b872ceb6758387a3e5,1,,nao posso avaliar pois ainda nao recebi.26/12/2017,2017-12-24 00:00:00,2017-12-26 18:48:22,
23049,ef76acecb116aa7fde7a1b20af58c275,9365bcfea1b55fac36333fe520a9a53a,1,,"Considero um descaso, não tem uma posição do andamento da entrega do produto, não oferece opção para acompanhar ou rastrear a entrega
Gostaria de uma posição
obrigada",2017-06-02 00:00:00,2017-06-02 15:40:03,
23056,846189fda17ce89cc04f3a174538e245,3ccf1aa4144993ddec8287ef8ee0a107,1,,não recebi foi descontado na fatura cartão quero saber como vai fica isso ..,2017-05-12 00:00:00,2017-05-14 08:55:08,
23058,beefeeb6bbe174d9c5d6ee3daa7e036a,faa4ccbf5f173ece3de4cc37664ece62,1,,Tem 17 dias que estou esperando a mercadoria e nada de chegar ,2017-09-27 00:00:00,2017-09-27 16:12:40,
23075,fb032d54e8330d8fa504cf92266a748f,bd9629bd5c3db3606ff891c6314be67a,1,nao bom,produto não é bom,2018-06-21 00:00:00,2018-06-24 18:15:34,
23077,cbed3b30debbbc95db8cc88c7c040139,9e97400ef316f1d0209aec475ab50554,1,,"Foram 2 pedidos
1 não chegou
Aguardo",2018-03-18 00:00:00,2018-03-20 03:35:54,
23080,d96a5f5980e5e18cdadfe909fa517aac,3d4f72b7f014eaf7b6d68f504feef55c,1,,"Comprei uma mesa com 2 compartimentos, um para o notebook e outro para o mouse e encaminharam uma mesa mais simples com apenas um compartimento, estou aguardando o retorno para encaminharem o produto ",2018-02-22 00:00:00,2018-02-22 12:04:20,
23084,b60c522bec95df61732b631cd7e2f0dd,c2ded85cef2074d052162eb8f47520d7,1,,"Recebi apenas o jogo de lençol bege, faltou o branco e consta no site como entregue.",2017-06-03 00:00:00,2017-06-06 15:07:22,
23086,19d1d152c3a0e9dda82e23176469c8c9,c85289fdb95c9cf1cdd688af14513e33,1,,Péssimo ,2018-03-04 00:00:00,2018-03-08 21:33:08,
23087,da4037a7011895ceb562bbae9a31be3f,69c49491c1300f416d32e8bedc9f8907,1,,,2017-11-10 00:00:00,2017-11-10 10:24:34,
23090,ce7a16e80aa1e21556a46329f0b1d21b,f5bbb2a9895fe8531e35393e1efd901c,1,,"falta de respeito como cliente estou insatisfeita com o pó-venda, não consigo atendimento em nenhum doos canais de atendimento, alias só há um canal, fone, só que por meio de atendimento eletronico;;;",2017-12-01 00:00:00,2017-12-02 18:34:25,
23092,5fa027754c225bcd8ce8487951706ca8,a3ef7e4271c9088cf2d3de8305ef2355,1,,,2017-11-26 00:00:00,2017-11-26 03:42:55,
23094,f5cdf7d742ae77c8bc3c730faf420fdd,87363623a5528338d66537070e85971d,1,,"Péssimo. produto consta como entregue e não recebi o produto.Não existe um tel. p/ falar com um atendente só um robô do outro lado da linha,48 horas úteis p/ uma resposta é muita coisa .",2018-02-22 00:00:00,2018-02-22 19:06:32,
23111,7c5b4989db1d976c7c04dca544630bf6,35b0513eaf7a477cdb93469b7b4a3d6c,1,Pedido incompleto ,"Em um primeiro instante fiquei satisfeita, pois o pedido chegou antes do prazo, mais quando abri a caixa o pedido estava incompleto. Pedi dois jogos e só veio um. Gostaria de uma resposta do site.",2018-05-01 00:00:00,2018-05-02 09:36:30,
23120,dcf4d914cbfe7ecb98ca430cf59f7022,2ebb1fd53e7b4bd81b7b1e9242b91262,1,Falta de item,"A entrega foi feita no prazo, porem foi entregue somente um moedor de café e nao dois cono feito no pedido, aguardo retorno",2018-05-15 00:00:00,2018-05-15 15:52:34,
23130,13164750b8bec6e6951470afd250cb48,ae8423bae5771609a19bafe9b114a60e,1,Recomendo a loja,"Produto de boa qualidade, entrega dentro do prazo",2018-08-04 00:00:00,2018-08-07 10:28:54,
23139,af6f67f5f4973cf2a5163dbd62130c57,f60f24675fc59697853e289b853f5cad,1,,,2017-12-28 00:00:00,2017-12-30 08:30:53,
23163,0b3f4e2e9f63f05eab04d64f02a81be0,13f4bad08354705fbeb23f41f08c31c4,1,,"ALÉM DE RECEBER O PRODUTO ERRADO,VEIO DENTRO DA CX UMA CARTA DE UMA OUTRA CLIENTE INSATISFEITA POR TB TER RECEBIDO O PRODUTO ERRADO,CANCELEI MINHA COMPRA DEPOIS DESSE OCORRIDO DEU PVER A CREDIBILIDADE",2017-09-29 00:00:00,2017-09-30 17:44:07,
23176,3e5855205340c723730123053cc1171f,9eedca0abb31d377cd420b89775a64a8,1,,"Faltou 2 produtos na entrega, tive de ligar na loja para reclamar.",2017-12-09 00:00:00,2017-12-12 10:12:07,
23206,06c56232524baea41c32bc2068998d26,f8355c46f4d1be555ecad989a0d0c143,1,,correios do rio fazendo trabalho ridículo!,2018-02-20 00:00:00,2018-02-21 03:02:27,
23218,1c579127a6869cf10a62026f5ea75204,cb2ad554e5c2af7151fa9b324750df29,1,,"O produto veio errado.Pedimos um adesivo de borboletas ROSA e chegou um adesivo de borboletas VERDES.Não me avisaram que mudariam o pedido. Como consumidora achei desrespeitoso, pois escolhi outra cor",2017-03-23 00:00:00,2017-03-23 16:16:44,
23219,538cd4be7d4ee6b34f716c60f8c6f718,8932f7d67eec4b3ed9a4d5ae0b30e06a,1,,AGUARDO UM RETORNO PARA RESOLVERMOS O ASSUNTO E MINIMIZAR O TRANSTORNO,2017-08-02 00:00:00,2017-08-03 22:32:35,
23221,d7a53abb4cdb99a317c6148b751c78ee,16693a75a341d20873b58f312464e250,1,Cha verde matcha natural ,"Picaretagem, anuncio enganador estou levando ao procon. Descrito como cha verde natural 100 puro e no anuncio diz sem conservantes e corantes. Mas qdo recebi foi como sabor menta e contem conservante",2018-08-10 00:00:00,2018-08-20 16:03:44,
23233,904ef5dec8f1fd936b1d1e6ca050542c,8225d8c9d91972ec1fbddf159ec4cd7c,1,,O produto ainda não foi entregue,2018-02-09 00:00:00,2018-02-09 06:39:47,
23234,630a3dd64de39e48b1f4bd40da81fd77,b084d12a7e70bcabb8998f113f04e601,1,,"PÉSSIMO ! Entrei por diversas vezes contato por telefone e não atendem, desligaram na minha cara, passou o prazo estimado e até hoje não recebi meus produtos. Nunca mais compro nada na lannister.com",2017-12-16 00:00:00,2017-12-16 14:27:15,
23236,a84693b92ff540def3591f682d7b1da3,6f46d796b9d7089d7d0a78e0d254f38f,1,Muito ruim,"O produto é de péssima qualidade veio faltando parafuso e ainda não encaixa no vaso,Não recomendo, vai jogar dinheiro fora.",2018-07-28 00:00:00,2018-07-31 17:54:32,
23244,4ed6a83a1c64b54be8e93267e1995004,3c042ee4b8b597c3d265a93a21bbf99f,1,,"Eu tive que retirar no correio, sendo que paguei o frete. É a segunda encomenda que tenho que retirar nos correios, estou cancelando minha conta.",2018-07-05 00:00:00,2018-07-05 22:31:03,
23245,2df4fdde9dd7ec1f136aec8238ee3801,459bf040bdb67f151841bbf50f9b10e8,1,,,2018-08-17 00:00:00,2018-08-17 14:54:38,
23263,1b9a6971ec5c5cc28034563c669321f5,3fe9e1771e3c0ddc3de0af1b15850664,1,,,2018-03-21 00:00:00,2018-03-24 04:14:05,
23264,0b6c554ef086e07c917c1606955b1e5d,ae2fb0f5aec36b2a6b058602dc941fb1,1,Carregador LG com defeito,"Boa noite,
Recebi ontem o produto que, infelizmente, não funciona (não carrega a bateria do meu celular LG).
Tentei acessar o canal de reclamações de lannister.com, mas não consegui. Fiz mau negóci",2018-08-09 00:00:00,2018-08-10 00:54:41,
23266,1dc746e02441451c76b88a5338019e0c,592acf1c0b9009209dc5aa920c851eb1,1,,Nao recebi o produto e o lojista nao se preocupa em dar a minima satisfaçao ao cliente.,2018-04-15 00:00:00,2018-04-15 13:47:21,
23267,d0fa2d85db289333ef4b09581977a793,792759a41151d6118cddc7b809c9da2d,1,,"Não funciona, solicitei a devolução estou no aguardo. paguei pelo frente e empresa mandou o correio normal entregar sem que ng recebesse, resultado o cachorro recebeu a encomend",2017-12-14 00:00:00,2018-01-03 13:25:40,
23274,ecf05388b2201007af96097c09e68c6d,199bd4c4070dcd4d99f63896213e032f,1,,recebi o produto quebrado e aguardo retorno da lannister,2017-08-04 00:00:00,2017-08-05 16:33:06,
23276,742d77e2ce122f13363b21e1ce637f7e,d47efef4161e33638c14122a723fd9fb,1,Embalagem aberta ,"Embalagem aberta. Demora de mais de 1 mês pra receber a mercadoria. Não comprem nessa loja.lannister FAVOR POSTAR O COMENTÁRIO NEGATIVO, POIS QUANDO EU RECOMENDO A LOJA VOCÊS POSTAM, DO CONTRÁRIO NÃO",2018-05-09 00:00:00,2018-05-09 21:53:29,
23282,5f7e82096e0872b073f168f0ab2b2157,4a567b5979f126d93ca2a6729c7c7138,1,,,2018-04-17 00:00:00,2018-04-17 21:51:03,
23285,924b23ca2ffa5f46e9e320c3b6b8dc31,bf99266f91395a536eec2caf09bad879,1,,Péssima loja,2018-02-25 00:00:00,2018-02-25 12:32:14,
23288,384a769fc62000fc37cfb24f94d9a75f,3f8a42c6c50fec78cba08047e46810b0,1,,A mercadoria não veio com condições de uso o fio dela feito dorto e uma qualidade muito ruim. ,2018-03-09 00:00:00,2018-03-10 00:14:15,
23291,7b933eca2ba6130e3ec4706b13eb7bf1,458f5a6d4163d5b6de33cda5ec82ef10,1,,,2018-07-24 00:00:00,2018-07-28 00:16:46,
23295,e2d1947e82d9ed397e5b0d3d70631c81,aff8085aa67afd7180c91552d939a4dd,1,,Comprei dois pneus ( dianteiro e traseiro ) mas so recebi o traseiro.,2017-06-14 00:00:00,2017-06-15 03:10:41,
23297,afbd9b9968a0968db7beb488ab1edb0c,8a56e815ea075300734800bf2c0b52cb,1,,"Minhas ultimas experiencias de compras das lannister tem sido terríveis.
Mais uma vez compro por um parceiro e não recebo corretamente a mercadoria.
O porta chaves polaroide NÂO veio!!!!!",2017-04-18 00:00:00,2017-04-19 11:33:54,
23299,7b83ccc0e2c043e2ae6caa0e25347ee7,a9b151f0c0471d9b2534fa73c9c0e123,1,,"Meu kit mochila chegou faltado lancheira , estojo e toalha . Estou no aguardo de uma resposta pois minha filha está decepcionada com o presente que eu a dei .


Att
Alexander",2017-03-17 00:00:00,2017-03-18 14:15:14,
23301,9e8c308d3b20c45458020d76e8416d94,8afe6304c5643864e2b19153a205ae5e,1,,Eu não recebi o produto ainda,2018-02-15 00:00:00,2018-02-16 12:43:02,
23306,b68f2988453d9882351c893784fbe6d1,cd2e2ff68721cedbf8b5887479475a81,1,,,2017-08-02 00:00:00,2017-08-04 19:27:01,
23328,231bed38d001cfeb848d1b1690da0d1f,2e404f3ac4dd39d7054b4cbb88ce2c35,1,Não recomendo,"Não veio o produto anunciado, não tem nada a ver com a foto, a qualidade é péssima. Enviaram até a mais de brinde, mas o produto é horrível. Eu comprei pela foto e marca anunciada. Decepcionante.",2018-05-10 00:00:00,2018-05-13 13:19:17,
23332,27c3b9cf451399a8858f33e1a1f91bfe,06a05e46d787299f6277bfcb590f2ef5,1,,Comprei no dia 10/01. O prazo de entrega no momento da compra era de até 12 dias e até agora não chegou.,2018-01-31 00:00:00,2018-02-01 11:00:02,
23343,3ccaf62c97a552b72296f6c84d6ecf22,4c70befde2c6046dcf77a680ae1f356f,1,,Até o presente momento o produto ainda não foi entregue,2018-03-14 00:00:00,2018-03-14 14:50:57,
23358,781a01b8bad00d442623263197400927,c313f7a184ca89fe98049253bd4a3806,1,,,2018-08-23 00:00:00,2018-08-23 05:01:57,
23379,95d9b32ceb14e27ec00467d1792b457e,c23296e1255abac91cb3a637f4f084e3,1,,O produto veio com dimensões erradas e avariado.,2017-05-17 00:00:00,2017-05-20 17:57:24,
23401,3bdf54aab6fde663450c39b2cac03c69,af85e6e8c9f67f653b51429df7839001,1,,Empresa sem credibilidade.,2018-04-08 00:00:00,2018-04-08 14:40:40,
23447,f387b630a00bf44ffb7ac1d95534ad4f,dda16909ad9bfd9cded321b79e073749,1,,"Recebi o produto com a base fixa da cadeira diferente da que esta no anuncio, só não devolvi a cadeira porque preciso com urgência. Não recomendo!",2017-11-30 00:00:00,2017-12-01 02:20:06,
23448,03e46761176d3059daac8a6a3cb37824,0d906917988b5c890f8a5d80c26f8f32,1,,,2018-03-09 00:00:00,2018-03-14 09:45:24,
23460,72b96bc7e95412e4783698795417ae2d,ceecda7c9b24cbff643a6c5119a9ec6d,1,,"Estpu preocupada, no status de recebimento consta como entregue dia 06/08, porem ainda não recebi o pedido. Inclusive liguei no telefone 4003 1000.",2018-08-07 00:00:00,2018-08-08 16:34:41,
23474,d082733d1acbb8f750efbc7acf98df96,0a84b71d2fd93eeae49d3149a3e08003,1,,,2017-12-22 00:00:00,2017-12-22 12:28:56,
23479,ddf2053a4a2c6eb18a78673b74ed949e,2b816c3dd6289435f8cbb71f22f4061f,1,,,2017-08-25 00:00:00,2017-08-28 01:11:16,
23489,cfb24acad1cb914ca9e62539d9d2ddfd,510bff1cf06be1143d3b6698df2fd486,1,,Não recebi o produto o prazo terminou ontem.,2018-03-16 00:00:00,2018-03-16 04:46:04,
23493,886e5852eba5b843037834765840dc53,8ef55bb7e5a6e757fb880324b4dc284c,1,,"Recebemos o produto, o boneco que comprei com fala, mas o botão veio quebrado, não produz a fala.

Preciso da troca imediata do produto

",2017-09-14 00:00:00,2017-09-18 20:33:32,
23505,99c34653cad8719e6aededdfcda3839c,44fa62376b39d4bf490ebd04e1601614,1,,"Comprei 02 ventiladores e entregaram apenas 01 ventilador. Nota Fiscal 000580
Minha ajudante que recebeu. quando cheguei em casa, percebi que só entregaram 01 ventilador e paguei por 02.",2017-11-29 00:00:00,2017-12-01 19:22:48,
23510,8d697839be8221452e9d4f96347d0612,0148d3df00cebda592d4e5f966e300cc,1,,PRODUTO NÃO RECEBIDO,2017-09-13 00:00:00,2017-09-13 16:23:19,
23520,647cba60eb99fba7728251269b07650a,a2a3515a501b9b77129df7bff1813e76,1,,,2018-02-22 00:00:00,2018-02-22 17:06:33,
23529,86e71ff47efd687f39be4450de1cd49a,7feb7cbdc5d53729f835a1ae49f543b6,1,,"Relógio veio com defeito na pulseira na cor , não tinha como usar. Liguei pra cancelar e devolver o produto.",2017-08-24 00:00:00,2017-08-29 20:04:46,
23531,f85b396f89cd989986f91a34ebc52248,cba47f17b35cccac068f7f6cec4d99d7,1,NÃO RECOMENDO,"O PRODUTO QUE PEDI NÃO CORRRESPONDE AO QUE FOI ENTREGUE, TOTALMENTE DIFERENTE.",2018-08-22 00:00:00,2018-08-22 19:40:33,
23541,1186cf04008e6bf2338686879d9b2be5,88b67ddbb7527017f796c80b3bb38051,1,,"Estou responsabilizando as Lojas lannister pelo atraso, porque não comprei da targaryen, e sim das Lojas lannister. Aguardo providências das Lojas lannister para resolver o problema. do atraso.",2018-03-24 00:00:00,2018-03-26 13:05:50,
23550,cc513903c510831d8790cc2068bae246,9a7e84a8e7529c1027405b02b74fe068,1,,"Pela segunda vez que compro uma lixeira de modelo parecido, porem marca e fornecedor diferente e o pedido é cancelado por indisponibilidade, sendo que o produto estava disponível para compra no site.",2017-09-27 00:00:00,2017-09-27 16:25:05,
23558,a8c9430df3346915345897f815a68920,bb0053cdec4b5850b4682e029eb3347f,1,,Ainda não foi entregue,2017-08-08 00:00:00,2017-08-09 16:16:32,
23582,3cdbfeef6d4013a2570916f8675fd6dc,977eb5dc580cec4f90911b1ccac0ff3e,1,,Recebi o produto usado. ,2018-02-16 00:00:00,2018-02-19 02:01:12,
23597,4e337edce43a00508717af986d2f295f,b3110047dd3a27ff4f565f9a7bf591de,1,,,2018-03-24 00:00:00,2018-03-24 11:27:26,
23598,d021663c03b27c25a76c9b2793fb1945,a92e6290657082950fa4ebb6fe8141a6,1,,"N recebi o produto ainda, o prazo era pra ate o dia 8 e hoge é 10, na espera",2018-06-10 00:00:00,2018-06-10 20:02:26,
23599,0ad57b9e68d4d34814464772b6de54fe,75213e459cfe44a61c496c864e0a8c63,1,,,2017-12-17 00:00:00,2017-12-18 04:22:36,
23610,3c8359378a4b078660f5345d8a543c9b,7c59d327d267a2ce386f84038c0035c5,1,não recomendo,"Sempre comprei nas Lojas lannister pela entrega ser rápida e desta vez nem recebi a mercadoria. Gostaria que tomassem uma atitude a respeito deste parceiro, para não denegrir a imagem das Lojas Ameri",2018-05-17 00:00:00,2018-05-17 15:51:43,
23614,216f51c018d208ed006dd6d73367552b,3988b16758968e3d0683b0917f9e76bf,1,Erro no modelo ,"Gostaria de pedir a troca do produto, pois mandaram o modelo arredo. ",2018-06-12 00:00:00,2018-06-13 17:46:17,
23618,9e8f96a873c95107f4a18a9b8de80b04,38f739e41c7916423eeb93f610915934,1,,"Eles anunciam um produto, entregam outro.

Não compro mais nesse loja e o pior é que esta difícil comprar no stark, tamanha a quantidade de lojistas ruins como esse.
",2018-04-04 00:00:00,2018-04-04 10:37:36,
23630,0e2d8346a3c5dfe4848b19bf140c251d,fe0105a4696c7d31837cb3130fe9c4b1,1,,Não gostei muito ruim não compro mais nessa loja.,2018-03-21 00:00:00,2018-03-21 10:29:11,
23635,f24c889bd14c34db040403005934683a,b4cf18f6e47d64387501e0dc77b1ac82,1,,"tentei fazer o cancelamento da compra e o site não permitiu. Depois consegui, mas o débito no cartão de crédito foi efetivado",2017-12-19 00:00:00,2017-12-20 19:36:09,
23643,bf4a50b3996a23e671e771ffb9ebbc49,22e36c3e04ec75fdbe5ba6540fe0e649,1,não recomendo,"Recebi o produto errado, gostaria de devolver, e quero meu dinheiro de volta.",2018-07-22 00:00:00,2018-07-24 18:17:39,
23644,90988cd04fde47aa06f5d327ef3cd6e8,4ae136c7611e6052ec06035442490f24,1,,Ola estou muito descontente com o serviço o produto e de pequeno porte e ate momento n chegou na minha casa já comprei objetos de maior valores e nunca tive problema já este,2017-11-11 00:00:00,2017-11-11 14:37:11,
23652,bd55dc8bb140e5d6f7365a30e0fca400,fc2b5bbce8051cf99e0c56ec17d8d9bb,1,,"não recebi o produto que comprei.
recebi produto diferente",2018-03-16 00:00:00,2018-03-18 21:03:25,
23653,fa8036621e96223d03b9fb0e1f3df59f,6ba0e32fd89cab6e014baa58ddb82a6b,1,,COMPREI DOIS SUPORTE E RECEBI APENAS 1.,2017-06-13 00:00:00,2017-06-19 11:29:54,
23669,df026ad030bc1be6db733a50a1e44598,2c1440ef98f5dc82a9936f1e55acecd9,1,PRODUTO ENTREGUE,ESSE PRODUTO VEIO QUEBRADO QUERO OUTRO,2018-05-16 00:00:00,2018-05-18 22:06:36,
23682,01599963b3308e80154e13bf8639aaaf,a9cabf6172d0b9bf7909cd1235499fa0,1,,"Além de chegar no último dia, venho quebrado.",2017-05-17 00:00:00,2017-05-18 12:50:37,
23686,3cbcf2b75ec240b7fd204aa4de541157,a69ec1a52a9dc2098fa6fbe6a47545a7,1,,Pedido 02-657469076. Vários produtos comprados neste pedido. A maioria foi entregue dois deles não. Liguei e passei e-mail tanto para lannister e seus parceiros cobrando os 2 produtos faltantes. KD ?,2017-12-30 00:00:00,2018-02-06 22:55:11,
23703,50159d6f192b0273ebea2d9e1382640c,7ce709f07a1593a395e419ec63e8a766,1,,"Pois comprei um conjunto de 8 toalhas de banho, que cada uma era de cores diferentes, mais na verdade vieram 3 das cores verdes, 3 das cores laranja e 2 brancas",2018-03-27 00:00:00,2018-04-10 20:26:35,
23706,c93db1c6523d013fa858c43b7399219e,7810232f329f64a33e2238b22ea8231e,1,,,2017-02-17 00:00:00,2017-02-18 03:05:24,
23715,17bc0bc3207616ee37afd4a39b10054a,2ce9683175cdab7d1c95bcbb3e36f478,1,,"meu produto não chegou ,prazo de entrega de 34 dias e mesmo assim nao foi entregue ,não recomendo",2016-11-27 00:00:00,2016-12-04 00:03:47,
23721,f34b0cf896382651264362f7fa1ede4c,979ec1f1f7bc95046f69f31d87b948d6,1,,"olá bom dia!!! realizei uma compra pelo site das lojas lannister, comprei 2 jogos de capas de almofadas, todavia recebi apenas um desses produtos, como deve proceder???? aguardo contato",2018-01-20 00:00:00,2018-01-22 09:59:22,
23747,6bad2ba7fbe21010d6e0bb0fbd24729c,025830a006d984bf712a8c6a1eca41c0,1,,"Estou aguardando meu produto chegar está em atraso! 
Mas já recebi outro produto antes queria saber porque esse não chegou? ",2018-03-30 00:00:00,2018-04-01 05:10:08,
23749,339f88c58d7eb8a041c8a33afdca899f,a61a5c36b1749690eb8fd91ea1b0ada4,1,,"Recebi e não funciona solicitei a troca ou devolução, vamos aguardar....",2017-07-01 00:00:00,2017-07-02 02:57:17,
23756,b0209f6cf984e03209cf5dc4d17ab4a8,356f68057b81e3a00ee64a8e16051517,1,,,2017-10-08 00:00:00,2017-10-09 12:19:42,
23757,1805abd3a665f70bcdbc3ec07d026317,5c4e2e5f4cf06bd28d6020ea2afc884b,1,,,2018-06-09 00:00:00,2018-06-11 10:09:29,
23760,1371bf848d90071cd980d6deaa86965d,9372c16a75d7ff9110358389ccaa0566,1,,Não chegou nada do meu produto.,2018-03-28 00:00:00,2018-03-28 13:31:00,
