,phrases,frequency,English
2498,day pair,1,
2499,day payment,2,
2500,day pillow,1,
2501,day product,1,
2502,day purchas,1,
2503,day receipt,2,
2504,day receiv,1,
2505,day said,1,
2506,day say,1,
2507,day send,1,
2508,day should,1,
2509,day sinc,1,
2510,day six,2,
2511,day so,1,
2512,day still,4,
2513,day tel,1,
2514,day ten,2,
2515,day the,8,
2516,day thirti,1,
2517,day three,1,
2518,day tri,1,
2519,day twelv,1,
2520,day twenti,2,
2521,day until,1,
2522,day use,5,
2523,day wait,2,
2524,day will,1,
2525,day win,1,
2526,day without,1,
2527,day yesterday,1,
2528,de janeiro,1,
2529,de jesu,1,
2530,dead color,1,
2531,dead the,1,
2532,deadlin almost,1,
2533,deadlin alreadi,2,
2534,deadlin am,1,
2535,deadlin and,1,
2536,deadlin arriv,1,
2537,deadlin been,1,
2538,deadlin bought,1,
2539,deadlin broom,1,
2540,deadlin came,3,
2541,deadlin can,1,
2542,deadlin claim,1,
2543,deadlin close,1,
2544,deadlin day,1,
2545,deadlin defect,1,
2546,deadlin deliveri,4,
2547,deadlin did,1,
2548,deadlin end,1,
2549,deadlin establish,1,
2550,deadlin fulfil,1,
2551,deadlin get,1,
2552,deadlin ha,1,
2553,deadlin have,1,
2554,deadlin howev,2,
2555,deadlin inform,2,
2556,deadlin intact,1,
2557,deadlin is,1,
2558,deadlin it,1,
2559,deadlin neither,1,
2560,deadlin no,2,
2561,deadlin nor,1,
2562,deadlin not,2,
2563,deadlin now,2,
2564,deadlin over,1,
2565,deadlin pass,2,
2566,deadlin product,1,
2567,deadlin qualiti,1,
2568,deadlin receiv,1,
2569,deadlin return,1,
2570,deadlin thank,1,
2571,deadlin the,6,
2572,deadlin they,1,
2573,deadlin thi,2,
2574,deadlin took,1,
2575,deadlin unsuccess,1,
2576,deadlin until,1,
2577,deadlin use,1,
2578,deadlin veri,1,
2579,deadlin wa,1,
2580,deadlin when,1,
2581,deadlin without,1,
2582,dear never,1,
2583,dear would,1,
2584,deceit better,1,
2585,deceiv consum,1,
2586,deceiv paid,1,
2587,deceiv the,2,
2588,deceiv there,1,
2589,deceiv thi,1,
2590,deceiv wa,1,
2591,decept want,1,
2592,decid forward,1,
2593,decid stay,1,
2594,decid time,1,
2595,decim qualiti,1,
2596,deck big,1,
2597,declar run,1,
2598,decor plate,1,
2599,decreas qualiti,1,
2600,dedic the,1,
2601,deepli disappoint,1,
2602,default inform,1,
2603,defect an,1,
2604,defect anoth,1,
2605,defect came,1,
2606,defect canist,1,
2607,defect damag,1,
2608,defect do,1,
2609,defect film,1,
2610,defect fuse,1,
2611,defect have,1,
2612,defect it,1,
2613,defect loos,2,
2614,defect lost,1,
2615,defect me,1,
2616,defect much,1,
2617,defect not,4,
2618,defect one,1,
2619,defect onli,1,
2620,defect pendant,1,
2621,defect product,8,
2622,defect reason,1,
2623,defect request,2,
2624,defect sent,1,
2625,defect televis,1,
2626,defect the,2,
2627,defect touchscreen,1,
2628,defect wa,1,
2629,defect want,1,
2630,defect well,1,
2631,defect work,1,
2632,degre lens,1,
2633,degre request,1,
2634,delay carrier,1,
2635,delay deliv,2,
2636,delay deliveri,12,
2637,delay did,2,
2638,delay my,1,
2639,delay never,1,
2640,delay occur,1,
2641,delay outsid,1,
2642,delay product,1,
2643,delay return,2,
2644,delay send,1,
2645,delay the,2,
2646,delay total,1,
2647,delay wait,1,
2648,delay you,1,
2649,deliv absurd,1,
2650,deliv accord,1,
2651,deliv actual,1,
2652,deliv addit,1,
2653,deliv all,1,
2654,deliv alleg,1,
2655,deliv alreadi,1,
2656,deliv although,1,
2657,deliv alway,1,
2658,deliv am,1,
2659,deliv ani,1,
2660,deliv anoth,6,
2661,deliv anticip,1,
2662,deliv anyway,2,
2663,deliv appear,1,
2664,deliv asp,1,
2665,deliv at,2,
2666,deliv await,1,
2667,deliv board,1,
2668,deliv bought,1,
2669,deliv box,1,
2670,deliv broken,2,
2671,deliv cabl,1,
2672,deliv came,1,
2673,deliv can,1,
2674,deliv cascad,1,
2675,deliv chair,1,
2676,deliv clock,1,
2677,deliv coffe,1,
2678,deliv combin,1,
2679,deliv compani,1,
2680,deliv correct,1,
2681,deliv could,1,
2682,deliv count,1,
2683,deliv cover,2,
2684,deliv date,1,
2685,deliv day,1,
2686,deliv deadlin,3,
2687,deliv decid,1,
2688,deliv did,1,
2689,deliv differ,3,
2690,deliv drive,1,
2691,deliv eight,3,
2692,deliv even,2,
2693,deliv everyth,1,
2694,deliv fact,1,
2695,deliv far,4,
2696,deliv feminin,1,
2697,deliv first,1,
2698,deliv five,3,
2699,deliv formul,1,
2700,deliv funk,1,
2701,deliv good,1,
2702,deliv ha,1,
2703,deliv had,1,
2704,deliv half,1,
2705,deliv he,1,
2706,deliv hope,1,
2707,deliv howev,3,
2708,deliv if,1,
2709,deliv is,2,
2710,deliv it,1,
2711,deliv just,1,
2712,deliv late,1,
2713,deliv lot,1,
2714,deliv lower,1,
2715,deliv mail,1,
2716,deliv market,1,
2717,deliv materi,1,
2718,deliv may,1,
2719,deliv mayb,1,
2720,deliv me,1,
2721,deliv merchandis,3,
2722,deliv mislead,1,
2723,deliv miss,1,
2724,deliv my,6,
2725,deliv nineteen,2,
2726,deliv no,2,
2727,deliv not,8,
2728,deliv note,1,
2729,deliv noth,2,
2730,deliv on,1,
2731,deliv one,20,
2732,deliv onli,2,
2733,deliv order,1,
2734,deliv other,1,
2735,deliv pictur,1,
2736,deliv pillow,1,
2737,deliv pink,1,
2738,deliv pleas,1,
2739,deliv poorli,1,
2740,deliv predict,1,
2741,deliv product,22,
2742,deliv purpl,1,
2743,deliv receiv,3,
2744,deliv refund,1,
2745,deliv request,6,
2746,deliv resid,1,
2747,deliv return,1,
2748,deliv sale,1,
2749,deliv screw,1,
2750,deliv second,1,
2751,deliv sell,1,
2752,deliv servant,1,
2753,deliv shall,1,
2754,deliv short,1,
2755,deliv shortli,1,
2756,deliv simpl,1,
2757,deliv six,1,
2758,deliv sixteen,1,
2759,deliv small,2,
2760,deliv so,1,
2761,deliv still,2,
2762,deliv store,1,
2763,deliv targaryen,2,
2764,deliv the,20,
2765,deliv they,1,
2766,deliv thi,1,
2767,deliv time,1,
2768,deliv to,2,
2769,deliv togeth,1,
2770,deliv total,1,
2771,deliv tri,2,
2772,deliv twenti,3,
2773,deliv two,6,
2774,deliv unfortun,1,
2775,deliv until,2,
2776,deliv wa,2,
2777,deliv wait,1,
2778,deliv want,6,
2779,deliv well,1,
2780,deliv which,1,
2781,deliv who,1,
2782,deliv whom,1,
2783,deliv will,1,
2784,deliv with,1,
2785,deliv within,1,
2786,deliv without,3,
2787,deliv worth,1,
2788,deliv would,1,
2789,deliv wrong,3,
2790,deliv yesterday,1,
2791,deliv yet,2,
2792,deliv you,1,
2793,deliv your,1,
2794,deliveri address,2,
2795,deliveri appear,1,
2796,deliveri attempt,2,
2797,deliveri be,2,
2798,deliveri by,1,
2799,deliveri call,1,
2800,deliveri come,1,
2801,deliveri date,3,
2802,deliveri day,1,
2803,deliveri delay,2,
2804,deliveri done,1,
2805,deliveri eight,2,
2806,deliveri estim,1,
2807,deliveri even,2,
2808,deliveri expens,1,
2809,deliveri far,1,
2810,deliveri forecast,9,
2811,deliveri four,1,
2812,deliveri gave,1,
2813,deliveri glass,1,
2814,deliveri have,1,
2815,deliveri howev,1,
2816,deliveri imagin,1,
2817,deliveri in,1,
2818,deliveri incomplet,1,
2819,deliveri is,1,
2820,deliveri it,1,
2821,deliveri june,1,
2822,deliveri low,1,
2823,deliveri made,2,
2824,deliveri mail,1,
2825,deliveri man,1,
2826,deliveri never,1,
2827,deliveri next,1,
2828,deliveri no,3,
2829,deliveri not,6,
2830,deliveri noth,1,
2831,deliveri outsid,1,
2832,deliveri packag,1,
2833,deliveri part,1,
2834,deliveri partial,1,
2835,deliveri period,1,
2836,deliveri problem,1,
2837,deliveri product,4,
2838,deliveri quick,1,
2839,deliveri rate,1,
2840,deliveri receiv,2,
2841,deliveri request,1,
2842,deliveri satisfact,1,
2843,deliveri say,1,
2844,deliveri sent,1,
2845,deliveri servic,1,
2846,deliveri shame,1,
2847,deliveri soon,1,
2848,deliveri sp,1,
2849,deliveri thank,1,
2850,deliveri the,21,
2851,deliveri they,1,
2852,deliveri thi,1,
2853,deliveri three,1,
2854,deliveri time,26,
2855,deliveri took,1,
2856,deliveri tore,1,
2857,deliveri until,1,
2858,deliveri usual,1,
2859,deliveri wa,1,
2860,deliveri wait,2,
2861,deliveri want,2,
2862,deliveri went,1,
2863,deliveri when,1,
2864,deliveri within,1,
2865,deliveri would,2,
2866,deliveri yet,1,
2867,demand immedi,1,
2868,demand money,1,
2869,demand reimburs,1,
2870,demand respect,1,
2871,demand urgent,1,
2872,demonstr the,3,
2873,deni no,1,
2874,depend agil,1,
2875,depend how,1,
2876,depend thi,1,
2877,der withdrawn,1,
2878,dermal the,1,
2879,descent the,1,
2880,describ alreadi,1,
2881,describ black,1,
2882,describ deliv,1,
2883,describ found,1,
2884,describ one,1,
2885,describ product,2,
2886,describ the,2,
2887,describ voic,1,
2888,describ with,1,
2889,descript ani,1,
2890,descript complet,1,
2891,descript is,1,
2892,descript it,2,
2893,descript not,2,
2894,descript product,4,
2895,descript request,1,
2896,descript said,1,
2897,descript say,1,
2898,descript the,3,
2899,design imag,1,
2900,design one,1,
2901,desir color,1,
2902,desir exchang,1,
2903,desir still,1,
2904,desk chair,1,
2905,desk creep,1,
2906,deskjet one,1,
2907,deskjet two,2,
2908,desktop voic,1,
2909,desol lousi,1,
2910,despit deliv,2,
2911,despit deliveri,1,
2912,despit disappoint,1,
2913,despit indic,1,
2914,despit present,1,
2915,despit say,1,
2916,despit take,1,
2917,despit the,1,
2918,detail glass,1,
2919,detail still,1,
2920,detail the,2,
2921,detalh had,1,
2922,detect one,1,
2923,detect tri,1,
2924,devic conclus,1,
2925,devic it,1,
2926,devic not,2,
2927,di for,2,
2928,dial came,1,
2929,diamet even,1,
2930,did accept,3,
2931,did advertis,1,
2932,did answer,3,
2933,did arriv,8,
2934,did bought,1,
2935,did cancel,1,
2936,did come,9,
2937,did complaint,1,
2938,did contact,1,
2939,did deliv,4,
2940,did do,1,
2941,did even,4,
2942,did everi,1,
2943,did expect,1,
2944,did find,1,
2945,did fit,1,
2946,did fulfil,1,
2947,did get,22,
2948,did give,4,
2949,did have,8,
2950,did inform,1,
2951,did know,1,
2952,did like,14,
2953,did meet,1,
2954,did need,1,
2955,did not,17,
2956,did observ,1,
2957,did pay,1,
2958,did play,1,
2959,did print,1,
2960,did purchas,1,
2961,did put,1,
2962,did receiv,132,
2963,did return,1,
2964,did revers,2,
2965,did run,1,
2966,did send,1,
2967,did solv,1,
2968,did td,1,
2969,did understand,1,
2970,did work,3,
2971,diff the,1,
2972,differ advertis,3,
2973,differ almost,1,
2974,differ announc,1,
2975,differ brand,1,
2976,differ clock,1,
2977,differ color,2,
2978,differ dead,1,
2979,differ degre,1,
2980,differ did,1,
2981,differ had,1,
2982,differ hate,1,
2983,differ height,1,
2984,differ high,1,
2985,differ is,1,
2986,differ lower,1,
2987,differ materi,1,
2988,differ model,3,
2989,differ my,1,
2990,differ one,3,
2991,differ photo,3,
2992,differ post,1,
2993,differ product,19,
2994,differ receiv,2,
2995,differ return,1,
2996,differ should,1,
2997,differ size,2,
2998,differ store,1,
2999,differ td,1,
3000,differ that,1,
3001,differ the,17,
3002,differ voic,1,
3003,differ what,6,
3004,differ without,1,
3005,difficult commun,1,
3006,difficult evalu,1,
3007,difficult put,1,
3008,difficult the,1,
3009,difficult to,1,
3010,difficulti deliveri,2,
3011,difficulti return,1,
3012,difficulti the,1,
3013,digit attend,1,
3014,digit base,1,
3015,digit casino,1,
3016,digit digit,1,
3017,digit fashion,1,
3018,digit passport,1,
3019,digit work,1,
3020,dimens bought,1,
3021,dimens the,1,
3022,dir want,1,
3023,direct commun,1,
3024,direct link,1,
3025,directli with,1,
3026,dirt left,1,
3027,dirti box,1,
3028,dirti do,1,
3029,dirti scratch,1,
3030,dirti to,1,
3031,dirti without,1,
3032,dirti yellowish,1,
3033,disagr wait,1,
3034,disappoint aff,1,
3035,disappoint almost,1,
3036,disappoint alreadi,1,
3037,disappoint bought,1,
3038,disappoint canist,3,
3039,disappoint do,2,
3040,disappoint internet,1,
3041,disappoint need,1,
3042,disappoint never,1,
3043,disappoint not,4,
3044,disappoint of,1,
3045,disappoint one,1,
3046,disappoint order,1,
3047,disappoint paid,1,
3048,disappoint pleas,1,
3049,disappoint product,2,
3050,disappoint sent,1,
3051,disappoint size,1,
3052,disappoint stark,1,
3053,disappoint stop,1,
3054,disappoint the,5,
3055,disappoint websit,1,
3056,disappoint whenev,1,
3057,discont believ,1,
3058,discontinu thi,1,
3059,discount my,1,
3060,discount the,1,
3061,discount valu,2,
3062,discov it,1,
3063,discov not,1,
3064,discov return,1,
3065,discov the,1,
3066,discret bad,1,
3067,discrimin in,1,
3068,disguis total,1,
3069,disgust due,1,
3070,dishwash can,1,
3071,dismiss unrank,1,
3072,disord bought,1,
3073,disord cancel,1,
3074,disord canist,1,
3075,disord wait,1,
3076,dispatch check,1,
3077,dispatch receiv,1,
3078,dispatch yet,1,
3079,disproportion poor,1,
3080,disregard the,3,
3081,dissatisfact with,1,
3082,dissatisfi deliveri,1,
3083,dissatisfi first,1,
3084,dissatisfi irrit,1,
3085,dissatisfi not,1,
3086,dissatisfi the,6,
3087,dissatisfi thi,1,
3088,dissatisfi want,2,
3089,dissatisfi would,1,
3090,distanc fifti,1,
3091,distant agenc,1,
3092,distinct skirt,1,
3093,distribut center,1,
3094,distribut now,1,
3095,distribut to,1,
3096,disturb thing,1,
3097,diverg deliveri,1,
3098,diverg product,3,
3099,diverg relat,2,
3100,diverg request,1,
3101,diverg the,1,
3102,divers merchandis,1,
3103,divert should,1,
3104,divert the,1,
3105,divid two,1,
3106,do anyth,2,
3107,do blame,1,
3108,do buy,8,
3109,do chang,1,
3110,do deliv,4,
3111,do descript,1,
3112,do do,3,
3113,do even,1,
3114,do fuzzi,1,
3115,do get,4,
3116,do give,1,
3117,do have,4,
3118,do indic,1,
3119,do just,1,
3120,do know,10,
3121,do meet,1,
3122,do not,21,
3123,do photo,1,
3124,do product,1,
3125,do receiv,1,
3126,do recommend,25,
3127,do respond,1,
3128,do return,1,
3129,do search,1,
3130,do sell,1,
3131,do solv,1,
3132,do the,3,
3133,do they,1,
3134,do to,1,
3135,do type,1,
3136,do understand,2,
3137,do usual,1,
3138,do want,1,
3139,do what,1,
3140,do which,1,
3141,doe accept,1,
3142,doe answer,2,
3143,doe appear,1,
3144,doe arriv,1,
3145,doe come,2,
3146,doe deliv,1,
3147,doe fit,2,
3148,doe have,4,
3149,doe look,1,
3150,doe matter,1,
3151,doe meet,1,
3152,doe not,7,
3153,doe offer,1,
3154,doe product,1,
3155,doe provid,1,
3156,doe read,1,
3157,doe respond,1,
3158,doe same,1,
3159,doe sell,1,
3160,doe serv,1,
3161,doe support,1,
3162,doe understand,1,
3163,doe work,4,
3164,dog carpet,1,
3165,dog larg,1,
3166,dog place,1,
3167,doll are,1,
3168,doll do,1,
3169,doll lol,1,
3170,doll not,1,
3171,doll seri,1,
3172,doll we,1,
3173,done almost,1,
3174,done and,1,
3175,done canist,1,
3176,done correctli,1,
3177,done dash,1,
3178,done home,1,
3179,done internet,1,
3180,done need,1,
3181,done pleas,1,
3182,done the,1,
3183,done thi,1,
3184,done today,1,
3185,door capsul,1,
3186,doorway commit,1,
3187,doubl freight,1,
3188,doubl hd,1,
3189,doubl someth,1,
3190,doubl tel,1,
3191,doubl they,1,
3192,doubt is,1,
3193,doubt it,1,
3194,doubt not,1,
3195,doubt the,1,
3196,doubt time,1,
3197,download applic,1,
3198,draft mode,1,
3199,drainag platform,1,
3200,draw attent,1,
3201,draw curtain,1,
3202,draw differ,1,
3203,draw product,1,
3204,draw wa,1,
3205,dri samsung,1,
3206,dri shampoo,1,
3207,drive far,1,
3208,drive not,1,
3209,driver day,1,
3210,driver it,1,
3211,driver ll,1,
3212,driver pet,1,
3213,driver strike,2,
3214,driver two,1,
3215,driver wa,1,
3216,dryer the,1,
3217,dtv eight,1,
3218,dual core,1,
3219,dubiou product,2,
3220,due attempt,1,
3221,due can,1,
3222,due deliveri,1,
3223,due lack,1,
3224,due the,6,
3225,due truck,1,
3226,dure brand,1,
3227,dust vacuum,1,
3228,duti have,1,
3229,dvd cd,1,
3230,dye when,1,
3231,each bought,1,
3232,each ie,1,
3233,each kit,1,
3234,each purchas,1,
3235,each receiv,1,
3236,each them,2,
3237,eagerli await,1,
3238,ear smell,1,
3239,earli childhood,1,
3240,earli last,1,
3241,earli start,1,
3242,eas two,1,
3243,easi access,1,
3244,easi everyth,1,
3245,easili doe,1,
3246,easili time,1,
3247,eat deliveri,1,
3248,edg began,1,
3249,edit toothbrush,1,
3250,educ cooper,1,
3251,educ curricular,1,
3252,effect broken,1,
3253,effect did,1,
3254,effect exchang,1,
3255,effect request,1,
3256,effect the,2,
3257,effici track,1,
3258,eiga nine,1,
3259,eight be,1,
3260,eight bought,1,
3261,eight compani,1,
3262,eight eight,3,
3263,eight hour,5,
3264,eight hundr,6,
3265,eight million,2,
3266,eight not,2,
3267,eight six,2,
3268,eight so,2,
3269,eight still,3,
3270,eight thousand,3,
3271,eight twenti,6,
3272,eight two,7,
3273,eighteen deliveri,3,
3274,eighteen did,3,
3275,eighteen far,2,
3276,eighteen have,2,
3277,eighteen so,7,
3278,eighteen the,2,
3279,eighteen today,2,
3280,eighteen wa,2,
3281,eighti one,2,
3282,els the,2,
3283,email ask,4,
3284,email inform,2,
3285,email phone,2,
3286,email said,2,
3287,email say,2,
3288,email the,4,
3289,email they,2,
3290,end get,2,
3291,end the,2,
3292,equal not,2,
3293,equal splendid,2,
3294,equal the,3,
3295,error the,2,
3296,estim time,2,
3297,evalu not,5,
3298,evalu product,2,
3299,evalu the,2,
3300,even consult,2,
3301,even he,2,
3302,even it,2,
3303,even receiv,3,
3304,even the,2,
3305,even went,2,
3306,ever done,2,
3307,everyth came,2,
3308,exchang alreadi,2,
3309,exchang had,2,
3310,exchang my,2,
3311,exchang not,3,
3312,exchang product,5,
3313,exchang return,2,
3314,exchang so,2,
3315,exchang the,13,
3316,expect date,4,
3317,expect product,4,
3318,expect qualiti,2,
3319,expens freight,6,
3320,expir date,2,
3321,extern hd,2,
3322,fals product,3,
3323,falsifi product,2,
3324,far could,3,
3325,far did,7,
3326,far ha,2,
3327,far had,2,
3328,far have,30,
3329,far not,7,
3330,far noth,21,
3331,far one,7,
3332,far product,3,
3333,far receiv,2,
3334,far respons,3,
3335,far the,2,
3336,far wa,3,
3337,far wait,2,
3338,feel injur,3,
3339,femal clock,2,
3340,few day,3,
3341,fifteen day,4,
3342,fifteen five,2,
3343,fifteen printer,2,
3344,fifteen two,2,
3345,fifti eight,3,
3346,fifti read,2,
3347,fifti six,2,
3348,fifti the,2,
3349,fifti two,3,
3350,film came,2,
3351,film not,3,
3352,filter the,2,
3353,finish not,2,
3354,first day,2,
3355,first instal,5,
3356,first product,2,
3357,first purchas,2,
3358,first time,10,
3359,fit properli,2,
3360,fit the,4,
3361,five chair,2,
3362,five day,6,
3363,five eighteen,2,
3364,five eleven,2,
3365,five hundr,8,
3366,five product,2,
3367,five seventeen,2,
3368,five six,2,
3369,five the,2,
3370,five thousand,2,
3371,five time,2,
3372,five two,2,
3373,five unit,3,
3374,five want,2,
3375,flexibl divert,2,
3376,follow request,2,
3377,footag two,2,
3378,forecast the,2,
3379,forecast twenti,2,
3380,forti eight,5,
3381,forti five,7,
3382,forti four,2,
3383,forti seven,3,
3384,forti two,2,
3385,found product,4,
3386,four day,4,
3387,four four,2,
3388,four glass,2,
3389,four hundr,6,
3390,four product,2,
3391,four thousand,2,
3392,four twenti,5,
3393,four two,7,
3394,four unit,2,
3395,free market,2,
3396,freight each,2,
3397,freight get,2,
3398,freight product,2,
3399,freight receiv,3,
3400,freight the,4,
3401,freight to,2,
3402,from anoth,2,
3403,from the,3,
3404,fulfil deadlin,3,
3405,full product,2,
3406,full request,4,
3407,function the,2,
3408,game three,2,
3409,gave anoth,3,
3410,gave differ,2,
3411,gave one,2,
3412,gave onli,3,
3413,get answer,8,
3414,get it,2,
3415,get product,13,
3416,get respons,6,
3417,get return,8,
3418,get the,6,
3419,get touch,23,
3420,give ani,2,
3421,give back,4,
3422,give explan,2,
3423,give one,2,
3424,give opinion,2,
3425,give posit,3,
3426,give satisfact,2,
3427,give some,2,
3428,give the,4,
3429,glass film,3,
3430,go get,2,
3431,go post,2,
3432,go the,7,
3433,go to,2,
3434,good afternoon,12,
3435,good bought,2,
3436,good even,8,
3437,good morn,16,
3438,good night,2,
3439,good qualiti,4,
3440,good the,2,
3441,got anoth,2,
3442,got differ,3,
3443,got touch,9,
3444,gray receiv,2,
3445,grinder sent,2,
3446,guarante the,2,
3447,guidanc the,4,
3448,ha alreadi,7,
3449,ha arriv,3,
3450,ha come,2,
3451,ha deliv,3,
3452,ha noth,2,
3453,ha pass,3,
3454,ha yet,9,
3455,had alreadi,4,
3456,had answer,4,
3457,had bought,3,
3458,had cancel,3,
3459,had deliv,2,
3460,had get,3,
3461,had go,4,
3462,had problem,4,
3463,had remov,2,
3464,had return,5,
3465,handl the,3,
3466,happen the,2,
3467,hate purchas,2,
3468,have alreadi,16,
3469,have come,2,
3470,have deliv,2,
3471,have go,2,
3472,have had,2,
3473,have hyperopia,2,
3474,have never,2,
3475,have news,2,
3476,have not,5,
3477,have obtain,2,
3478,have problem,2,
3479,have product,2,
3480,have receiv,54,
3481,have return,5,
3482,have stock,4,
3483,have the,5,
3484,have to,2,
3485,have voic,2,
3486,have yet,3,
3487,he not,2,
3488,he said,2,
3489,hello good,4,
3490,home that,2,
3491,hope receiv,6,
3492,hope return,2,
3493,hope solv,2,
3494,hope they,2,
3495,horribl product,2,
3496,howev the,3,
3497,howev wa,2,
3498,hp deskjet,2,
3499,hundr eighti,7,
3500,hundr fifti,12,
3501,hundr five,2,
3502,hundr forti,11,
3503,hundr four,2,
3504,hundr million,2,
3505,hundr ml,2,
3506,hundr nineti,5,
3507,hundr one,3,
3508,hundr seven,2,
3509,hundr seventi,8,
3510,hundr sixti,16,
3511,hundr ten,3,
3512,hundr thirti,4,
3513,hundr twenti,17,
3514,hundr zero,3,
3515,hyperopia need,2,
3516,hyperopia neg,2,
3517,if it,2,
3518,if the,2,
3519,imag the,4,
3520,immedi solut,2,
3521,improv lot,2,
3522,in advertis,4,
3523,in deliveri,2,
3524,in descript,2,
3525,in packag,3,
3526,in post,2,
3527,in stock,3,
3528,in the,12,
3529,in touch,2,
3530,in wrong,2,
3531,incomplet miss,2,
3532,incomplet product,3,
3533,indic anyon,2,
3534,indic it,3,
3535,indic the,2,
3536,inform onli,2,
3537,inform product,2,
3538,inform that,5,
3539,inform the,13,
3540,inform there,3,
3541,ink cartridg,2,
3542,insid the,3,
3543,instal cartridg,2,
3544,instal the,2,
3545,instead the,2,
3546,instruct manual,2,
3547,insur mere,2,
3548,interest the,2,
3549,is actual,2,
3550,is alreadi,5,
3551,is defect,3,
3552,is deliv,2,
3553,is disregard,2,
3554,is happen,4,
3555,is lower,2,
3556,is miss,2,
3557,is not,4,
3558,is noth,2,
3559,is one,3,
3560,is open,2,
3561,is product,3,
3562,is state,2,
3563,is still,2,
3564,is the,7,
3565,is unfortun,2,
3566,is worth,2,
3567,issu the,2,
3568,issu voic,2,
3569,it alreadi,4,
3570,it an,2,
3571,it appear,3,
3572,it been,4,
3573,it came,10,
3574,it deliv,6,
3575,it fake,2,
3576,it in,2,
3577,it is,3,
3578,it lack,2,
3579,it not,28,
3580,it reach,2,
3581,it replica,2,
3582,it say,2,
3583,it seem,3,
3584,it send,2,
3585,it the,5,
3586,it they,2,
3587,it took,3,
3588,it two,2,
3589,it wa,4,
3590,it would,3,
3591,item bought,4,
3592,item came,3,
3593,item deliv,2,
3594,item not,3,
3595,item the,2,
3596,ivori organ,2,
3597,jessica qualiti,2,
3598,jessica shop,2,
3599,just got,2,
3600,just not,2,
3601,just one,2,
3602,just receiv,4,
3603,just think,3,
3604,just want,2,
3605,kind problem,2,
3606,kit came,2,
3607,kit onli,4,
3608,kit ten,2,
3609,kit the,2,
3610,kit three,2,
3611,kit two,2,
3612,kit wa,2,
3613,know happen,4,
3614,know it,4,
3615,know my,6,
3616,know not,2,
3617,know receiv,4,
3618,know the,6,
3619,know they,5,
3620,know to,6,
3621,know true,2,
3622,know wa,3,
3623,know will,6,
3624,know would,2,
3625,know you,3,
3626,lack commit,2,
3627,lack profession,2,
3628,lack respect,14,
3629,lack the,2,
3630,last month,2,
3631,last purchas,2,
3632,last time,3,
3633,late deliveri,2,
3634,leak lot,2,
3635,len box,3,
3636,len ol,2,
3637,lens deliv,2,
3638,lens neg,2,
3639,lens posit,2,
3640,lid came,2,
3641,like camel,2,
3642,like check,2,
3643,like inform,2,
3644,like it,2,
3645,like know,17,
3646,like photo,2,
3647,like product,7,
3648,like return,5,
3649,like the,2,
3650,like wa,2,
3651,like want,2,
3652,long get,2,
3653,long time,8,
3654,longer the,2,
3655,longer work,2,
3656,look like,9,
3657,lot headach,2,
3658,low qualiti,9,
3659,lower expect,2,
3660,lower the,2,
3661,luminari onli,3,
3662,made an,2,
3663,made cancel,3,
3664,made complaint,4,
3665,made new,2,
3666,made order,2,
3667,made payment,4,
3668,made product,2,
3669,made purchas,30,
3670,made request,10,
3671,made return,2,
3672,made the,10,
3673,made two,2,
3674,mail is,2,
3675,mail make,2,
3676,mail my,2,
3677,mail no,4,
3678,mail not,2,
3679,mail say,2,
3680,mail the,4,
3681,mail they,2,
3682,main not,2,
3683,make complaint,2,
3684,make contact,2,
3685,make exchang,13,
3686,make product,2,
3687,make purchas,2,
3688,make revers,2,
3689,make the,11,
3690,mani year,2,
3691,marathon and,2,
3692,marin mattress,2,
3693,mark came,2,
3694,mark not,2,
3695,match the,3,
3696,mattress cover,4,
3697,maximum deliveri,3,
3698,me diverg,2,
3699,me receiv,2,
3700,me request,2,
3701,me wa,2,
3702,meet deadlin,2,
3703,meet the,2,
3704,memori card,3,
3705,merchandis not,4,
3706,merchandis the,2,
3707,mere mistak,2,
3708,micro sd,4,
3709,million eight,3,
3710,million four,3,
3711,million one,2,
3712,million six,2,
3713,million two,4,
3714,mislead advertis,3,
3715,mislead propaganda,6,
3716,miss four,2,
3717,miss one,8,
3718,miss part,4,
3719,miss piec,6,
3720,miss product,4,
3721,miss the,5,
3722,miss two,3,
3723,miss unit,2,
3724,mistak sent,2,
3725,mode use,2,
3726,model bought,2,
3727,model product,2,
3728,moment did,3,
3729,money back,33,
3730,money not,4,
3731,month ago,4,
3732,month almost,2,
3733,month made,2,
3734,month not,3,
3735,month receiv,2,
3736,month so,2,
3737,month until,2,
3738,month wait,2,
3739,more month,3,
3740,more thi,2,
3741,more thirti,2,
3742,morn bought,3,
3743,morn would,2,
3744,mosquito net,3,
3745,mous servic,2,
3746,much delay,4,
3747,much less,2,
3748,much lower,2,
3749,much thinner,2,
3750,my address,3,
3751,my card,4,
3752,my citi,4,
3753,my complaint,2,
3754,my credit,4,
3755,my expect,1,
3756,my hous,9,
3757,my hp,2,
3758,my machin,2,
3759,my money,10,
3760,my order,2,
3761,my product,10,
3762,my purchas,3,
3763,my request,9,
3764,my resid,8,
3765,my son,2,
3766,my surpris,3,
3767,name anoth,3,
3768,name the,2,
3769,nativ respons,2,
3770,need be,3,
3771,need cancel,2,
3772,need improv,3,
3773,need know,2,
3774,need make,3,
3775,need posit,5,
3776,need the,4,
3777,need urgent,2,
3778,neg lens,2,
3779,neg utopia,2,
3780,neither note,2,
3781,neither satisfact,2,
